employee_id,full_name,date_of_birth,gender_identity,work_email,phone_number,home_address_city,home_address_state_ut,home_address_pin_code,hire_date,employment_status,employment_type,department,job_title,manager_employee_id,employee_aadhaar_hash,employee_pan_hash,employee_upi_vpa,employee_epfo_uan_hash,employee_esic_ip_number_hash,company_id,company_legal_name,company_trade_name,company_hq_state_ut,company_industry_nic_code,company_primary_operating_state_ut,company_operating_states_ut_list,company_operating_states_ut_count,company_state_focus_flag,company_state_focus_notes
EMPIN00000011,Krishna Patel,1968-11-26,Prefer not to say,krishna.patel.empin00000011@india3853.in,+91-6703341630,City_AP_338,AP,528027,2010-02-03,Active,Full-time,Security,IT Support Analyst,,e46d11843b8ef0ab,499f36518b66ce77,krishna5652@oksbi,9c1d35f72940d650,6979186dbf4a36e0,CMPIN00228,India3853 Limited,India3853,RJ,70200,GA,HR;DL;JH;PY;SK;OD;DN;TS;AP;GA;ML;BR;LD,13,N,Multi-region footprint
EMPIN00000012,Aditya Patel,1995-11-19,Non-binary,aditya.patel.empin00000012@india5106.in,+91-9302893730,City_AP_187,AP,323918,2014-06-18,Active,Full-time,Finance,Marketing Analyst,,e7c0f30d306b7b5e,c2a1a9004f632cb4,aditya5224@paytm,c9866a307366468d,d8aa84eef91f7e53,CMPIN00183,India5106 Limited,India5106,NL,49300,JK,MZ;TN;BR;AP;LA;AR;DL;MN;MP;JK;TS,11,N,Multi-region footprint
EMPIN00000013,Vihaan Ali,1975-08-28,Female,vihaan.ali.empin00000013@india9451.in,+91-9361916855,City_AP_18,AP,368004,2020-01-27,Active,Part-time,Data,Operations Manager,,4d2b802b50ee6cf0,9976e3b67086b21b,vihaan4129@okicici,9bdee7bff04ad470,6331616eba34075f,CMPIN00217,India9451 Limited,India9451,ML,30110,ML,PY;TN;HP;LD;AP;MN;JK;WB;GA;ML;RJ;LA;DN,13,N,Multi-region footprint
EMPIN00000014,Shruti Iyer,1960-01-15,Prefer not to say,shruti.iyer.empin00000014@india3500.in,+91-6295819223,City_AP_371,AP,354188,2022-09-05,Active,Contractor,Data,Marketing Analyst,,626dd164e6fc0efc,d0f99ee6be9dd58a,shruti9678@upi,5b685fd310fc6297,e517729d28d5aea6,CMPIN00286,India3500 Limited,India3500,KL,63111,OD,AR;PY;MZ;OD;JH;LA;AS;PB;AP;TN,10,N,Multi-region footprint
EMPIN00000015,Kavya Menon,1996-10-12,Male,kavya.menon.empin00000015@india7819.in,+91-6104193406,City_AP_5,AP,499381,2011-11-06,Leave,Temp,HR,Business Analyst,,8caa23dbc524983d,47ce5045282254b2,kavya6214@paytm,862c4a1a6ad33556,54527cec89260029,CMPIN00320,India7819 Limited,India7819,LD,70200,MH,TS;SK;MP;GA;MZ;UP;ML;MH;DL;JK;AP;CH,12,N,Multi-region footprint
EMPIN00000016,Anmol Hussain,1964-10-15,Prefer not to say,anmol.hussain.empin00000016@india409.in,+91-9408152037,City_AP_185,AP,934601,2020-05-03,Terminated,Full-time,Customer Support,Business Analyst,,a87aa74c48e486d7,819732de538f6a7d,anmol5755@okhdfcbank,f3b3599337d4e62d,fbf8b2a30043c532,CMPIN00233,India409 Limited,India409,SK,62012,MP,TS;KA;TN;PB;RJ;DL;AS;MP;AP;PY;CG,11,N,Multi-region footprint
EMPIN00000017,Anika Kapoor,1958-12-04,Self-describe,anika.kapoor.empin00000017@india9944.in,+91-7374097086,City_AP_208,AP,570346,2016-02-22,Active,Intern,Legal,Sales Development Rep,,0351a763d2460a01,92409733a565e5ec,anika9232@okyesbank,d40d70e9b8ca85d6,a46e9727050e019e,CMPIN00161,India9944 Limited,India9944,BR,86101,OD,MH;RJ;ML;OD;GJ;PB;UK;AP;CG,9,N,Multi-region footprint
EMPIN00000018,Aarohi Singh,1974-05-04,Male,aarohi.singh.empin00000018@india9509.in,+91-9979221209,City_AP_173,AP,757474,2018-06-20,Active,Full-time,Legal,QA Engineer,,13b1da2f4254e738,e7040fce4a509a11,aarohi4964@upi,1e4df4ebc64ad77a,6ac89e01ba00b66c,CMPIN00206,India9509 Limited,India9509,AS,62011,JK,JK;AP;HP;GA;GJ;BR;AR;MP;KA;HR,10,N,Multi-region footprint
EMPIN00000019,Karan Sharma,1977-02-28,Male,karan.sharma.empin00000019@india7819.in,+91-6206201013,City_AP_151,AP,556975,2015-07-30,Active,Contractor,Security,Software Engineer,,d90ecf0cf18d020c,6c7ca822699894d8,karan3259@paytm,ad9e8c78beaa4a97,7122df20a4d4f695,CMPIN00320,India7819 Limited,India7819,LD,70200,MH,TS;SK;MP;GA;MZ;UP;ML;MH;DL;JK;AP;CH,12,N,Multi-region footprint
EMPIN00000020,Kiara Ghosh,1985-12-30,Non-binary,kiara.ghosh.empin00000020@apworks560.in,+91-9297651456,City_AP_354,AP,966326,2020-03-02,Active,Full-time,Finance,HR Specialist,,7c0f90c38e810f51,641913168c437975,kiara243@upi,a09d814e2dcb0c00,e25972fbe567ed2d,CMPIN00003,APWorks560 Private Limited,APWorks560,AP,56101,AP,AP,1,Y,Focused operations in AP
EMPIN00000021,Rahul Banerjee,1982-01-16,Self-describe,rahul.banerjee.empin00000021@apworks560.in,+91-6294804444,City_AP_331,AP,348203,2021-05-14,Active,Full-time,Sales,Account Executive,,c407741f3e8a1657,4cf3402c2c10c8cc,rahul8001@okyesbank,c376e1bc55f3725a,4869384c8e69cebf,CMPIN00003,APWorks560 Private Limited,APWorks560,AP,56101,AP,AP,1,Y,Focused operations in AP
EMPIN00000022,Rahul Ghosh,1958-11-19,Prefer not to say,rahul.ghosh.empin00000022@india4864.in,+91-7914770760,City_AP_105,AP,531419,2012-07-02,Active,Full-time,IT,Security Analyst,,0f9ecbe43c3d6763,19ddd2106141eb51,rahul8659@ibl,89795a7b916e4507,93686a7b54904fae,CMPIN00194,India4864 Limited,India4864,TS,10710,GA,GA;MP;DN;MN;AR;UP;TN;AS;AP;ML;UK;PY;OD,13,N,Multi-region footprint
EMPIN00000023,Vikram Siddiqui,1987-05-30,Prefer not to say,vikram.siddiqui.empin00000023@india8739.in,+91-9952230751,City_AP_188,AP,243374,2024-12-12,Active,Full-time,Operations,IT Support Analyst,,db1262172d1bfa99,cf4df7b8267fb38d,vikram9977@upi,baaa3179ad198071,d670a9ba46f2f9a4,CMPIN00152,India8739 Limited,India8739,BR,62011,PY,DN;LA;PY;AP;RJ;DL;HP;SK;NL;BR;GA;CH,12,N,Multi-region footprint
EMPIN00000024,Ayaan Khan,1961-11-10,Self-describe,ayaan.khan.empin00000024@india5114.in,+91-6537684089,City_AP_372,AP,936361,2025-11-04,Active,Part-time,Finance,HR Specialist,,1aad51d75ad0d5c1,e3d30d595851f0d6,ayaan1210@okaxis,14cacc49bc21b98d,6835fef83ab097ea,CMPIN00169,India5114 Limited,India5114,JK,30110,AR,TR;OD;TN;AP;AR;ML;JK;LD;TS;DL,10,N,Multi-region footprint
EMPIN00000025,Arnav Shetty,2004-08-07,Prefer not to say,arnav.shetty.empin00000025@india4448.in,+91-8411205549,City_AP_352,AP,955890,2017-12-15,Active,Full-time,IT,Product Manager,,243ab0679ed90a14,b9040d1b25315729,arnav380@okicici,35b1e3c4149d0898,7eac168e2083572b,CMPIN00225,India4448 Limited,India4448,AN,30110,GA,BR;DN;TS;MZ;GA;AP;RJ;GJ,8,N,Multi-region footprint
EMPIN00000026,Vihaan Iyer,1994-03-09,Prefer not to say,vihaan.iyer.empin00000026@india8813.in,+91-6175009977,City_AP_196,AP,173099,2019-01-31,Active,Full-time,HR,HR Specialist,,b0745707a987fd6c,41f0262872e02687,vihaan8940@okicici,029de170525f2257,d891c823db26a953,CMPIN00306,India8813 Limited,India8813,AN,10710,LD,OD;JH;WB;PB;AP;BR;KL;LA;HR;CH;LD;NL;AR;GA;AN,15,N,Multi-region footprint
EMPIN00000027,Anika Sharma,2004-07-28,Self-describe,anika.sharma.empin00000027@india5171.in,+91-8694696474,City_AP_144,AP,643928,2013-11-23,Active,Full-time,Sales,IT Support Analyst,,39e3e895196febf8,4864a5b19967b81a,anika1452@ibl,a4099c8a6116ea65,b78f714204c5bd74,CMPIN00208,India5171 Limited,India5171,AN,86101,MZ,MH;NL;HR;MP;JK;SK;AS;AP;BR;MZ;KL,11,N,Multi-region footprint
EMPIN00000028,Ananya Iyer,1983-05-17,Female,ananya.iyer.empin00000028@india8739.in,+91-7711347865,City_AP_343,AP,658839,2015-07-31,Active,Contractor,IT,IT Support Analyst,,7a95bcc277974e73,10b12a42c87dea8b,ananya9352@okicici,d7620bca33fb48e9,ff309db820b35861,CMPIN00152,India8739 Limited,India8739,BR,62011,PY,DN;LA;PY;AP;RJ;DL;HP;SK;NL;BR;GA;CH,12,N,Multi-region footprint
EMPIN00000029,Nisha Nair,1979-05-20,Prefer not to say,nisha.nair.empin00000029@india337.in,+91-8640345651,City_AP_230,AP,586381,2016-06-08,Active,Full-time,Finance,Security Analyst,,0d4d18febe3e0160,62ce047726a5dbd2,nisha1264@okhdfcbank,b476c7e16d7eda5a,98f888b3d2fbd032,CMPIN00259,India337 Limited,India337,JK,62011,JK,GJ;JK;AP;AR;LD;LA;PY;KL,8,N,Multi-region footprint
EMPIN00000030,Riya Jain,1964-09-05,Prefer not to say,riya.jain.empin00000030@india3500.in,+91-7002727856,City_AP_257,AP,476371,2020-04-12,Active,Full-time,Customer Support,Customer Support Specialist,,6664800211b6d96d,211b3fa59dcb6e60,riya5392@upi,dbd031916827f4e3,574ae811d981205d,CMPIN00286,India3500 Limited,India3500,KL,63111,OD,AR;PY;MZ;OD;JH;LA;AS;PB;AP;TN,10,N,Multi-region footprint
EMPIN00000031,Nisha Bose,1986-05-30,Self-describe,nisha.bose.empin00000031@india6051.in,+91-8740427444,City_AP_238,AP,143000,2016-05-24,Active,Full-time,Sales,Security Analyst,EMPIN00000027,609df039e7ac4ba9,c875e26e29a74ab5,nisha9141@okaxis,670b88dfd4fa55c6,58f59e9f2d2f6892,CMPIN00297,India6051 Limited,India6051,RJ,80100,DL,KL;CG;JK;NL;PY;TS;AN;DL;GJ;GA;TR;TN;AP;LA,14,N,Multi-region footprint
EMPIN00000032,Tanvi Patel,2005-10-14,Non-binary,tanvi.patel.empin00000032@india9509.in,+91-8695072364,City_AP_1,AP,396350,2017-08-22,Active,Full-time,Product,Data Analyst,EMPIN00000013,bf16bf8799e57e3f,472bde5c276fe907,tanvi5586@okyesbank,ca70d0362002e4d8,7853649e0f54f870,CMPIN00206,India9509 Limited,India9509,AS,62011,JK,JK;AP;HP;GA;GJ;BR;AR;MP;KA;HR,10,N,Multi-region footprint
EMPIN00000033,Krishna Nair,1992-04-28,Male,krishna.nair.empin00000033@india3787.in,+91-6577192805,City_AP_277,AP,288417,2021-04-27,Active,Full-time,Sales,Financial Analyst,EMPIN00000004,09b915d94edf5a34,0412b92118e0e4f0,krishna8267@ibl,559fff2a4a930b7a,ec1a424898c0d806,CMPIN00180,India3787 Limited,India3787,PB,56101,GA,UP;GA;LA;RJ;CH;AP;HR;BR;AN;TN;DN,11,N,Multi-region footprint
EMPIN00000034,Rohan Patel,1974-08-11,Self-describe,rohan.patel.empin00000034@india7670.in,+91-9772104326,City_AP_314,AP,642094,2015-03-01,Active,Contractor,Engineering,Product Manager,EMPIN00000023,a7461f6cb15c8840,221d2242163657ee,rohan4574@okicici,57367435c644bc16,48975f88f7ff201d,CMPIN00312,India7670 Limited,India7670,HR,47110,GA,AR;GJ;KA;AP;RJ;JH;BR;TS;HR;AN;CH;GA;MN;UP;TR,15,N,Multi-region footprint
EMPIN00000035,Aadhya Nair,1985-05-05,Non-binary,aadhya.nair.empin00000035@india9451.in,+91-9686013878,City_AP_309,AP,207992,2025-03-04,Active,Full-time,IT,Marketing Analyst,EMPIN00000020,6dac3299a73a0306,850f65d815ad7746,aadhya3217@okhdfcbank,63fbb7c1b0ec54d7,e5e0fd6bd3e9caed,CMPIN00217,India9451 Limited,India9451,ML,30110,ML,PY;TN;HP;LD;AP;MN;JK;WB;GA;ML;RJ;LA;DN,13,N,Multi-region footprint
EMPIN00000036,Saanvi Chatterjee,1995-10-14,Male,saanvi.chatterjee.empin00000036@india5472.in,+91-8173372478,City_AP_253,AP,405676,2015-05-18,Active,Full-time,HR,Data Engineer,EMPIN00000024,f39a1f2f012c9a0b,fcabbf4465cca164,saanvi5510@okhdfcbank,c6cbdd79d6c7bf4c,aadb83ab869f9cca,CMPIN00145,India5472 Limited,India5472,AS,86101,TR,JH;AP;BR;MZ;UK;TR;NL;GA;OD;UP;KA;TS;LD,13,N,Multi-region footprint
EMPIN00000037,Rahul Kulkarni,1982-08-03,Self-describe,rahul.kulkarni.empin00000037@india9637.in,+91-9199431507,City_AP_97,AP,243327,2021-06-03,Active,Full-time,Sales,Sales Development Rep,EMPIN00000011,686ac21caacf2785,83e6dceac1923947,rahul1565@okyesbank,5c476fd68aa0e5bd,7048f4dbe1758416,CMPIN00201,India9637 Limited,India9637,GJ,63111,PY,KA;TN;DL;RJ;NL;HR;CH;PY;BR;DN;AP,11,N,Multi-region footprint
EMPIN00000038,Kavya Ali,1964-03-27,Non-binary,kavya.ali.empin00000038@india5106.in,+91-9343580108,City_AP_286,AP,253601,2017-08-30,Active,Full-time,Marketing,Business Analyst,EMPIN00000008,20844a6e40a2a29c,a0529e7e1bfc48a7,kavya3615@upi,18c77ba8fbb6e18c,d245a439ebb775b5,CMPIN00183,India5106 Limited,India5106,NL,49300,JK,MZ;TN;BR;AP;LA;AR;DL;MN;MP;JK;TS,11,N,Multi-region footprint
EMPIN00000039,Anmol Gupta,1987-01-23,Female,anmol.gupta.empin00000039@india8954.in,+91-8785243925,City_AP_209,AP,249329,2015-07-29,Active,Full-time,Data,Customer Support Specialist,EMPIN00000011,9b73fc44c9f2a3d9,7714078ed11c9851,anmol7210@okicici,a2b780d9df0a0cd8,403009c5e76ebecb,CMPIN00175,India8954 Limited,India8954,MN,80100,DL,MP;RJ;DL;TS;DN;CH;UP;LD;KL;NL;AP;OD;PY;KA;AR,15,N,Multi-region footprint
EMPIN00000040,Aadhya Mahajan,2001-05-28,Male,aadhya.mahajan.empin00000040@india5472.in,+91-8730699517,City_AP_130,AP,867546,2010-04-07,Active,Full-time,Product,Operations Manager,EMPIN00000011,4d921844f04de784,51538ec049a788ec,aadhya8979@paytm,cb739bbc4385dcf1,75dd1ea1450afaff,CMPIN00145,India5472 Limited,India5472,AS,86101,TR,JH;AP;BR;MZ;UK;TR;NL;GA;OD;UP;KA;TS;LD,13,N,Multi-region footprint
EMPIN00000041,Neha Bhat,1964-05-13,Non-binary,neha.bhat.empin00000041@india3211.in,+91-7334462293,City_AP_351,AP,721941,2023-09-22,Active,Full-time,HR,Customer Support Specialist,EMPIN00000027,ae025f4946d6f00c,1d5ec786dff033ea,neha7747@okhdfcbank,a87c5e7a4822b9f0,11f25e2099dd95dd,CMPIN00154,India3211 Limited,India3211,KA,52211,TR,MZ;AP;RJ;WB;PY;UP;TR;AN;CG;TS;JH;DN;KA,13,N,Multi-region footprint
EMPIN00000042,Vikram Joshi,1980-12-22,Self-describe,vikram.joshi.empin00000042@india8201.in,+91-6749412692,City_AP_185,AP,536150,2020-03-15,Active,Full-time,Marketing,Data Engineer,EMPIN00000008,f5699c39b31eae4d,fa7c150d8c3e91ec,vikram3366@okaxis,acc143a43f306fab,0e9514866784e55c,CMPIN00174,India8201 Limited,India8201,ML,63111,AS,DN;MH;OD;TR;JH;WB;AP;AS;SK;MN;RJ,11,N,Multi-region footprint
EMPIN00000043,Reyansh Qureshi,1963-07-25,Self-describe,reyansh.qureshi.empin00000043@india7897.in,+91-9561759899,City_AP_326,AP,690783,2024-01-22,Leave,Full-time,Marketing,Sales Development Rep,EMPIN00000007,dd401f9a72709d0e,3ea9939eff580d77,reyansh3415@okhdfcbank,67eb11a96e188f6d,cc15ecc60e0ab545,CMPIN00258,India7897 Limited,India7897,UK,86101,UP,LD;ML;MH;GA;MP;UP;DL;AN;NL;MZ;CG;AP;AR,13,N,Multi-region footprint
EMPIN00000044,Aarohi Jain,2005-09-19,Female,aarohi.jain.empin00000044@india3500.in,+91-7696513746,City_AP_289,AP,672254,2013-04-02,Active,Full-time,Customer Support,Product Manager,EMPIN00000020,b42fb0d0c02d7adb,bafad41f0aa45130,aarohi902@upi,4edb29a0d2f26144,deda24b7e853a8c6,CMPIN00286,India3500 Limited,India3500,KL,63111,OD,AR;PY;MZ;OD;JH;LA;AS;PB;AP;TN,10,N,Multi-region footprint
EMPIN00000045,Reyansh Bhat,1989-01-26,Female,reyansh.bhat.empin00000045@india9637.in,+91-8186946105,City_AP_380,AP,733329,2020-04-01,Terminated,Full-time,Product,Software Engineer,EMPIN00000013,d74794676eb6eee2,115346739c59e56d,reyansh9748@okyesbank,63ea593c2ee72797,6e5ebbffc95cea2a,CMPIN00201,India9637 Limited,India9637,GJ,63111,PY,KA;TN;DL;RJ;NL;HR;CH;PY;BR;DN;AP,11,N,Multi-region footprint
EMPIN00000046,Ananya Kapoor,1972-01-25,Non-binary,ananya.kapoor.empin00000046@india6051.in,+91-7700127538,City_AP_346,AP,434270,2011-08-02,Active,Full-time,Operations,QA Engineer,EMPIN00000015,c56f5ffe999823e3,33043d83920cc5d4,ananya3798@okyesbank,604824df78e2d463,65eb1cbc572b020c,CMPIN00297,India6051 Limited,India6051,RJ,80100,DL,KL;CG;JK;NL;PY;TS;AN;DL;GJ;GA;TR;TN;AP;LA,14,N,Multi-region footprint
EMPIN00000047,Aadhya Menon,1965-02-04,Non-binary,aadhya.menon.empin00000047@india8201.in,+91-7100027337,City_AP_109,AP,281303,2024-03-22,Active,Full-time,Sales,Operations Manager,EMPIN00000019,ed69ec73b49382d9,5f34291057fd39d2,aadhya1032@okicici,2c610628f0470c5e,e142a1dda1e254c2,CMPIN00174,India8201 Limited,India8201,ML,63111,AS,DN;MH;OD;TR;JH;WB;AP;AS;SK;MN;RJ,11,N,Multi-region footprint
EMPIN00000048,Rahul Pandey,1988-07-07,Self-describe,rahul.pandey.empin00000048@india1174.in,+91-8465814312,City_AP_352,AP,103660,2025-04-11,Active,Full-time,Data,Data Analyst,EMPIN00000017,94670ea3dae076e4,775604c40cc8b0ff,rahul408@okicici,2e84542de554a70d,d2a724ea64913122,CMPIN00305,India1174 Limited,India1174,AS,47110,UK,MZ;HR;TR;CH;AP;MH;DL;TS;UK;LA;GA,11,N,Multi-region footprint
EMPIN00000049,Arnav Malhotra,2001-05-03,Male,arnav.malhotra.empin00000049@india3853.in,+91-8980498415,City_AP_89,AP,391435,2024-05-29,Active,Full-time,Sales,Marketing Analyst,EMPIN00000022,d88e868f819a7488,caecf6415f07fd39,arnav9360@upi,a8ac3e72e60e05fc,76234cfcb7e299a2,CMPIN00228,India3853 Limited,India3853,RJ,70200,GA,HR;DL;JH;PY;SK;OD;DN;TS;AP;GA;ML;BR;LD,13,N,Multi-region footprint
EMPIN00000050,Karan Menon,2004-03-08,Self-describe,karan.menon.empin00000050@india5114.in,+91-7453247489,City_AP_212,AP,402366,2022-04-17,Terminated,Part-time,Marketing,HR Specialist,EMPIN00000026,bddf0c92a7fad3ce,618f7e9f2aa13ce9,karan3527@okhdfcbank,fe8472e159cf7345,0d8f116f5242f8fc,CMPIN00169,India5114 Limited,India5114,JK,30110,AR,TR;OD;TN;AP;AR;ML;JK;LD;TS;DL,10,N,Multi-region footprint
EMPIN00000051,Myra Ghosh,1996-07-18,Male,myra.ghosh.empin00000051@india3853.in,+91-8253935022,City_AP_17,AP,526203,2011-02-13,Active,Full-time,IT,Product Manager,EMPIN00000021,886963bd87ad3c77,1c0b7ed8c31a496f,myra2563@okaxis,1ed065f0d26b0e1d,a8cb6c605d4579c0,CMPIN00228,India3853 Limited,India3853,RJ,70200,GA,HR;DL;JH;PY;SK;OD;DN;TS;AP;GA;ML;BR;LD,13,N,Multi-region footprint
EMPIN00000052,Myra Chaudhary,1969-02-25,Male,myra.chaudhary.empin00000052@india8739.in,+91-9395578851,City_AP_350,AP,428088,2019-02-17,Active,Full-time,Engineering,Account Executive,EMPIN00000025,5a660d9bbe7d5e68,66ffedd9f4b3c8cf,myra4691@paytm,60a8cffbe4386ff9,1e75a3320548f762,CMPIN00152,India8739 Limited,India8739,BR,62011,PY,DN;LA;PY;AP;RJ;DL;HP;SK;NL;BR;GA;CH,12,N,Multi-region footprint
EMPIN00000053,Kiara Sharma,1985-08-03,Prefer not to say,kiara.sharma.empin00000053@india409.in,+91-7217910566,City_AP_32,AP,228967,2019-10-29,Leave,Full-time,Operations,Marketing Analyst,EMPIN00000030,540d48cbe697e216,dfa7f118f0f7e536,kiara4594@okyesbank,68c1c75d61771d0f,52daf98723172029,CMPIN00233,India409 Limited,India409,SK,62012,MP,TS;KA;TN;PB;RJ;DL;AS;MP;AP;PY;CG,11,N,Multi-region footprint
EMPIN00000054,Meera Qureshi,1993-09-09,Male,meera.qureshi.empin00000054@india920.in,+91-6478316460,City_AP_185,AP,784213,2017-04-03,Active,Part-time,Customer Support,Security Analyst,EMPIN00000005,8e6e160fe0b621cd,dbb49c8b95604b01,meera6824@okyesbank,58c1c85b3ee9fcf7,c6b19a0372c1015a,CMPIN00216,India920 Limited,India920,GJ,47110,TR,AS;TR;AN;AP;TN;MZ;PY;LA;SK;ML;BR;DL;GJ;LD,14,N,Multi-region footprint
EMPIN00000055,Ishaan Siddiqui,1983-07-01,Self-describe,ishaan.siddiqui.empin00000055@india3108.in,+91-7629104350,City_AP_174,AP,707583,2023-10-07,Active,Full-time,Product,Data Analyst,EMPIN00000018,7424097269de0c08,2dd16bf2fef4a4d4,ishaan6705@okicici,cbbb3a9b05148e6d,f7e0afd4add3a21f,CMPIN00185,India3108 Limited,India3108,AN,62011,JH,PY;KL;TN;JH;MN;HP;AP;AR,8,N,Multi-region footprint
EMPIN00000056,Aadhya Bose,1988-12-02,Female,aadhya.bose.empin00000056@india3211.in,+91-9636216188,City_AP_44,AP,747498,2015-06-18,Active,Full-time,Engineering,Financial Analyst,EMPIN00000017,0fe3e62f8974805e,b672f3bbdb1b7934,aadhya8754@okyesbank,1343faea1d2e0081,a730d157b30ae61a,CMPIN00154,India3211 Limited,India3211,KA,52211,TR,MZ;AP;RJ;WB;PY;UP;TR;AN;CG;TS;JH;DN;KA,13,N,Multi-region footprint
