employee_id,full_name,preferred_name,date_of_birth,gender_identity,work_email,personal_email,phone_number,home_address_city,home_address_state,home_address_zip,hire_date,employment_status,employment_type,department,job_title,manager_employee_id,work_location_type,salary_base_annual,performance_rating_latest,company_id,company_legal_name,company_trade_name,company_hq_state,company_industry_naics_code,company_primary_operating_state,company_operating_states_list,company_operating_states_count,company_state_focus_flag,company_state_focus_notes
EMP00000011,Petra De Vries,Petra,1965-02-21,Male,petra.devries.emp00000011@baltic4508.com,petra.devries9524@yahoo.com,+70-165-804-6498,City_AT_95,AT,58551,2025-01-02,Active,Full-time,IT,HR Specialist,,Remote,102230.59,2,CMP00234,Baltic4508 Group Ltd,Baltic4508,EE,561110,EE,EE;CY;PL,3,N,Multi-country EU footprint
EMP00000012,Marco Richter,Marco,1961-12-02,Non-binary,marco.richter.emp00000012@danube1997.com,marco.richter5878@outlook.com,+83-253-817-9335,City_AT_287,AT,18782,2025-02-17,Active,Full-time,Data,Data Analyst,,Hybrid,29071.26,3,CMP00370,Danube1997 Group GmbH,Danube1997,HU,611310,BE,HU;IT;BE;HR;LT,5,N,Multi-country EU footprint
EMP00000013,Filip Peeters,Filip,1981-11-12,Male,filip.peeters.emp00000013@mediterranean7155.com,filip.peeters4621@gmail.com,+51-371-162-4112,City_AT_232,AT,91389,2018-05-13,Active,Full-time,Finance,Financial Analyst,,Hybrid,114019.47,4,CMP00166,Mediterranean7155 Group Ltd,Mediterranean7155,IT,541512,DE,IT;RO;DK;LV;DE;CZ;HU;ES;FR;SK;EE;SE;SI,13,N,Multi-country EU footprint
EMP00000014,Tomas Ionescu,Tomas,1970-07-03,Prefer not to say,tomas.ionescu.emp00000014@continental6404.com,tomas.ionescu9086@proton.me,+10-385-695-5798,City_AT_150,AT,34780,2021-09-05,Leave,Full-time,Data,Sales Development Rep,,Hybrid,94682.49,4,CMP00009,Continental6404 Group SpA,Continental6404,NL,541512,CY,FI;LU;AT;PT;HR;SK;ES;SE;DE;RO;FR;IE;BG;EE;SI;GR;CY;NL;IT,19,N,Multi-country EU footprint
EMP00000015,Kristjan Ozols,Kristjan,1968-11-02,Prefer not to say,kristjan.ozols.emp00000015@alpine1803.com,kristjan.ozols5287@icloud.com,+29-284-222-2310,City_AT_146,AT,69759,2016-11-15,Active,Full-time,Security,Data Analyst,,Remote,155166.7,1,CMP00201,Alpine1803 Group SRL,Alpine1803,SK,311811,FI,SK;BE;CY;RO;FI;BG;ES;EE;LT;IE;GR;IT;MT;PL;FR;LU,16,N,Multi-country EU footprint
EMP00000016,Dimitris Dubois,Dimitris,1980-05-13,Female,dimitris.dubois.emp00000016@baltic2489.com,dimitris.dubois7864@outlook.com,+06-727-520-8854,City_AT_155,AT,25923,2014-08-08,Active,Full-time,Customer Support,Data Analyst,,Onsite,99578.23,5,CMP00309,Baltic2489 Group SE,Baltic2489,HU,423430,HU,HU;IE;LV,3,N,Multi-country EU footprint
EMP00000017,Tomas Dubois,Tomas,1987-05-22,Self-describe,tomas.dubois.emp00000017@atlantic7424.com,tomas.dubois7398@gmail.com,+50-939-834-3018,City_AT_183,AT,22121,2020-09-28,Terminated,Full-time,Finance,Financial Analyst,,Onsite,91481.98,4,CMP00260,Atlantic7424 Group NV,Atlantic7424,BG,236220,BG,BG;HU;IE,3,N,Multi-country EU footprint
EMP00000018,Ivana Svensson,Ivana,1974-06-12,Non-binary,ivana.svensson.emp00000018@atlantic4415.com,ivana.svensson2783@proton.me,+45-547-813-7674,City_AT_191,AT,11597,2023-07-13,Active,Temp,Operations,Data Analyst,,Hybrid,145861.73,3,CMP00222,Atlantic4415 Group SRL,Atlantic4415,IT,621111,GR,IT;RO;PT;HR;BG;SE;GR,7,N,Multi-country EU footprint
EMP00000019,Hilde Weber,Hilde,1964-09-21,Male,hilde.weber.emp00000019@danube6973.com,hilde.weber8137@gmail.com,+46-287-923-2648,City_AT_210,AT,93729,2016-10-20,Active,Contractor,Customer Support,QA Engineer,,Remote,124187.45,3,CMP00002,Danube6973 Group SRL,Danube6973,RO,518210,CZ,RO;ES;CZ,3,N,Multi-country EU footprint
EMP00000020,Klaus Ozols,Klaus,2001-04-30,Non-binary,klaus.ozols.emp00000020@baltic4206.com,klaus.ozols9620@proton.me,+46-273-014-7195,City_AT_335,AT,97282,2020-05-24,Active,Part-time,Marketing,Security Analyst,,Onsite,132816.05,4,CMP00064,Baltic4206 Group Ltd,Baltic4206,PL,423430,IT,PL;ES;IT;BE,4,N,Multi-country EU footprint
EMP00000021,Celine Szabó,Celine,1999-09-16,Prefer not to say,celine.szabó.emp00000021@nordic6259.com,celine.szabó3275@yahoo.com,+20-456-504-4818,City_AT_70,AT,56843,2012-09-06,Active,Full-time,Engineering,Security Analyst,,Onsite,32122.3,3,CMP00396,Nordic6259 Group Ltd,Nordic6259,NL,621610,FR,NL;RO;CZ;FI;FR;IT;BG;PT,8,N,Multi-country EU footprint
EMP00000022,Jakub Colombo,Jakub,2005-10-12,Female,jakub.colombo.emp00000022@central1805.com,jakub.colombo8347@yahoo.com,+02-845-765-2132,City_AT_181,AT,28837,2017-02-03,Active,Full-time,Legal,Security Analyst,,Hybrid,141083.97,2,CMP00332,Central1805 Group BV,Central1805,RO,517311,HR,DE;PT;CZ;LU;NL;IT;GR;SE;SK;RO;PL;IE;HU;MT;DK;LT;SI;FR;HR,19,N,Multi-country EU footprint
EMP00000023,Pavol Mäkelä,Pavol,2004-09-26,Self-describe,pavol.mäkelä.emp00000023@continental8325.com,pavol.mäkelä3812@outlook.com,+27-985-240-1322,City_AT_160,AT,57522,2025-10-01,Active,Full-time,Security,QA Engineer,,Onsite,44703.16,1,CMP00199,Continental8325 Group Ltd,Continental8325,GR,336111,GR,BE;HU;BG;IT;FR;RO;DE;SI;LU;SK;AT;GR;HR;CY;PT;IE;ES;MT;EE,19,N,Multi-country EU footprint
EMP00000024,Dimitris Gonzalez,Dimitris,1968-09-06,Prefer not to say,dimitris.gonzalez.emp00000024@alpine6907.com,dimitris.gonzalez9959@yahoo.com,+89-071-401-4011,City_AT_17,AT,96479,2019-07-13,Active,Part-time,Product,HR Specialist,,Remote,153018.79,1,CMP00056,Alpine6907 Group AB,Alpine6907,RO,812990,PT,CY;HU;DK;NL;LT;SE;BG;FI;IE;DE;RO;SK;MT;AT;PT;GR;ES;FR;EE;PL,20,N,Multi-country EU footprint
EMP00000025,Zuzana Romano,Zuzana,1988-07-16,Male,zuzana.romano.emp00000025@danube7780.com,zuzana.romano1716@yahoo.com,+91-190-833-4280,City_AT_124,AT,76179,2013-04-07,Active,Temp,IT,Data Analyst,,Onsite,169938.89,4,CMP00352,Danube7780 Group SE,Danube7780,CY,524210,GR,LV;SE;CY;CZ;DK;EE;BE;IE;AT;FI;NL;PT;GR;DE;HR,15,N,Multi-country EU footprint
EMP00000026,Filip Bianchi,Filip,1989-11-17,Self-describe,filip.bianchi.emp00000026@euro3766.com,filip.bianchi8188@gmail.com,+17-182-754-8015,City_AT_58,AT,51193,2014-02-25,Active,Temp,Marketing,Data Analyst,,Remote,95367.89,3,CMP00235,Euro3766 Group AG,Euro3766,NL,541512,NL,RO;SE;PL;FI;IE;HU;GR;IT;SK;DK;NL;FR,12,N,Multi-country EU footprint
EMP00000027,Bianca Virtanen,Bianca,1997-12-30,Self-describe,bianca.virtanen.emp00000027@mediterranean4992.com,bianca.virtanen6663@icloud.com,+52-071-678-1126,City_AT_244,AT,99015,2016-12-30,Active,Contractor,Sales,Product Manager,,Onsite,169978.26,2,CMP00034,Mediterranean4992 Group SpA,Mediterranean4992,AT,561110,MT,ES;NL;EE;LV;SI;FI;IE;SK;AT;HU;DE;LU;GR;BG;RO;PL;FR;PT;MT;DK,20,N,Multi-country EU footprint
EMP00000028,Katarina Colombo,Katarina,1962-10-22,Female,katarina.colombo.emp00000028@baltic6245.com,katarina.colombo4207@proton.me,+65-796-784-2711,City_AT_304,AT,45779,2014-06-19,Active,Full-time,Data,Financial Analyst,,Onsite,95473.83,3,CMP00333,Baltic6245 Group Oy,Baltic6245,LU,621111,LT,IT;HU;AT;SK;BE;FR;NL;SI;LT;CY;PT;PL;LU;HR;IE;CZ;LV,17,N,Multi-country EU footprint
EMP00000029,Aoife Jansen,Aoife,1969-01-28,Male,aoife.jansen.emp00000029@danube6392.com,aoife.jansen8956@icloud.com,+18-773-477-8485,City_AT_320,AT,22626,2011-03-09,Active,Full-time,Engineering,Business Analyst,,Hybrid,139502.35,2,CMP00357,Danube6392 Group SE,Danube6392,BG,311811,SE,BG;LU;SE;BE;CZ;DE;MT;CY,8,N,Multi-country EU footprint
EMP00000030,Matteo Schmidt,Matteo,1995-08-13,Prefer not to say,matteo.schmidt.emp00000030@baltic6736.com,matteo.schmidt7797@proton.me,+76-246-719-7889,City_AT_362,AT,31514,2012-09-02,Active,Full-time,Data,Operations Manager,,Hybrid,27684.74,3,CMP00173,Baltic6736 Group Ltd,Baltic6736,IT,517311,NL,HU;AT;SK;NL;DK;IT;MT;IE;SE;ES;RO;LT;CY;PL;GR;BE,16,N,Multi-country EU footprint
EMP00000031,Vesna Moreau,Vesna,2002-06-17,Male,vesna.moreau.emp00000031@nordic2309.com,vesna.moreau1024@yahoo.com,+55-905-616-5565,City_AT_24,AT,26803,2015-11-28,Active,Intern,IT,Data Analyst,,Remote,71207.69,2,CMP00341,Nordic2309 Group AB,Nordic2309,SI,541511,MT,SI;MT;DK;LU;NL;LT;EE;SE;BG;FI;IE;DE;LV;FR;BE,15,N,Multi-country EU footprint
EMP00000032,Astrid De Vries,Astrid,1984-12-31,Non-binary,astrid.devries.emp00000032@central176.com,astrid.devries1701@proton.me,+64-079-056-9659,City_AT_291,AT,77470,2025-06-07,Active,Full-time,Customer Support,Business Analyst,,Onsite,78418.21,3,CMP00246,Central176 Group GmbH,Central176,LV,541511,NL,LV;DE;SI;LT;DK;SE;PT;EE;NL;GR;FR;CY;BE;RO,14,N,Multi-country EU footprint
EMP00000033,Jakub Gonzalez,Jakub,1987-02-21,Non-binary,jakub.gonzalez.emp00000033@alpine6143.com,jakub.gonzalez5618@outlook.com,+44-049-639-1919,City_AT_275,AT,38059,2024-12-20,Active,Full-time,Customer Support,Product Manager,,Onsite,131931.85,5,CMP00037,Alpine6143 Group BV,Alpine6143,RO,541512,FR,RO;CZ;FR;HR;MT;AT,6,N,Multi-country EU footprint
EMP00000034,Hans Mäkelä,Hans,1999-08-22,Non-binary,hans.mäkelä.emp00000034@baltic4588.com,hans.mäkelä8828@icloud.com,+87-820-829-7374,City_AT_129,AT,91915,2017-10-16,Active,Full-time,Legal,Senior Data Analyst,,Hybrid,115410.93,3,CMP00232,Baltic4588 Group NV,Baltic4588,RO,518210,GR,RO;AT;EE;GR;LV;NL,6,N,Multi-country EU footprint
EMP00000035,Celine Kowalski,Celine,2003-11-09,Female,celine.kowalski.emp00000035@baltic2088.com,celine.kowalski553@yahoo.com,+64-424-936-3123,City_AT_325,AT,36680,2020-05-16,Active,Full-time,Operations,Senior Data Analyst,,Remote,92975.03,4,CMP00031,Baltic2088 Group AB,Baltic2088,LU,423430,SE,LU;NL;DE;IT;ES;LT;IE;SE;SK;CZ;LV;MT;CY;HU;HR;SI;PT;FI;EE,19,N,Multi-country EU footprint
EMP00000036,Liesel Greco,Liesel,2000-07-19,Non-binary,liesel.greco.emp00000036@danube797.com,liesel.greco1579@proton.me,+20-700-159-4165,City_AT_338,AT,82182,2019-10-13,Active,Contractor,Sales,Business Analyst,,Onsite,27041.54,4,CMP00159,Danube797 Group SRL,Danube797,HR,454110,DE,HR;BE;BG;PT;SE;LU;MT;ES;CZ;DE;AT;DK;FR;SI;HU;GR;LV;NL,18,N,Multi-country EU footprint
EMP00000037,Eleni De Vries,Eleni,1967-01-16,Non-binary,eleni.devries.emp00000037@euro3713.com,eleni.devries9758@gmail.com,+63-632-123-4764,City_AT_169,AT,86588,2021-03-22,Terminated,Full-time,IT,Security Analyst,,Hybrid,37613.04,3,CMP00178,Euro3713 Group AG,Euro3713,MT,336111,IT,FR;CZ;SI;IT;MT;LV;LU;LT;HR;RO;FI;GR;NL;IE;HU;AT;EE;SK;PL;DK,20,N,Multi-country EU footprint
EMP00000038,Liam Lehtonen,Liam,1990-08-14,Self-describe,liam.lehtonen.emp00000038@continental5532.com,liam.lehtonen8863@yahoo.com,+40-900-348-6451,City_AT_244,AT,58200,2012-07-14,Active,Full-time,Operations,Software Engineer,,Remote,174142.0,5,CMP00207,Continental5532 Group SA,Continental5532,CY,336111,SE,CY;MT;IE;SE,4,N,Multi-country EU footprint
EMP00000039,Matias Eriksson,Matias,1957-09-15,Prefer not to say,matias.eriksson.emp00000039@nordic3971.com,matias.eriksson4375@icloud.com,+56-041-776-5612,City_AT_225,AT,92752,2018-10-25,Terminated,Contractor,Legal,QA Engineer,,Remote,152903.55,3,CMP00087,Nordic3971 Group SA,Nordic3971,GR,423430,LV,GR;CY;SI;PL;BG;CZ;SK;LV,8,N,Multi-country EU footprint
EMP00000040,Hans Klein,Hans,1994-10-05,Self-describe,hans.klein.emp00000040@euro5656.com,hans.klein6822@outlook.com,+63-459-112-3829,City_AT_70,AT,10403,2022-04-14,Active,Full-time,Engineering,IT Support Analyst,,Hybrid,53786.95,3,CMP00367,Euro5656 Group SpA,Euro5656,FI,541511,FR,CZ;NL;HR;FR;RO;DE;BE;FI;IE;BG;LV;EE;SE;LT;CY,15,N,Multi-country EU footprint
EMP00000041,Saara Costa,Saara,1968-12-23,Female,saara.costa.emp00000041@continental120.com,saara.costa7127@icloud.com,+00-893-173-4206,City_AT_293,AT,39423,2025-06-02,Active,Full-time,Legal,Customer Support Specialist,,Onsite,85594.72,3,CMP00218,Continental120 Group GmbH,Continental120,ES,488510,ES,ES;IE;LV;HU;GR;LU;SK;HR;SI;EE;SE;IT;BE;PL;AT;CY,16,N,Multi-country EU footprint
EMP00000042,Aleksandra Laurent,Aleksandra,1964-12-28,Prefer not to say,aleksandra.laurent.emp00000042@continental8565.com,aleksandra.laurent3202@proton.me,+33-447-626-3934,City_AT_61,AT,39423,2013-10-25,Leave,Full-time,HR,Product Manager,,Remote,182593.28,4,CMP00287,Continental8565 Group AG,Continental8565,PL,488510,AT,PL;HU;GR;SI;LV;RO;NL;AT;SE;CY,10,N,Multi-country EU footprint
EMP00000043,Ioana Madsen,Ioana,1970-02-04,Male,ioana.madsen.emp00000043@mediterranean5524.com,ioana.madsen3947@proton.me,+63-669-411-8005,City_AT_69,AT,52368,2015-11-15,Active,Full-time,Sales,Data Analyst,,Hybrid,133971.75,2,CMP00273,Mediterranean5524 Group NV,Mediterranean5524,PT,611310,PT,PT;LU;SI;PL;AT;HR;GR;IT;EE;MT;BE;DE;DK;HU;LT;NL;CY;FI;SE,19,N,Multi-country EU footprint
EMP00000044,Agnieszka Johansson,Agnieszka,1957-06-25,Female,agnieszka.johansson.emp00000044@continental4770.com,agnieszka.johansson5232@gmail.com,+87-572-158-6241,City_AT_134,AT,32264,2023-11-25,Active,Intern,Operations,Data Analyst,,Onsite,176355.09,1,CMP00099,Continental4770 Group SA,Continental4770,LT,517311,EE,CY;IE;BG;EE;IT;GR;AT;ES;BE;HU;LT;PT;HR;DK;MT;CZ;RO;PL;LV,19,N,Multi-country EU footprint
EMP00000045,Dimitris Ionescu,Dimitris,1982-03-18,Self-describe,dimitris.ionescu.emp00000045@danube2399.com,dimitris.ionescu7753@proton.me,+87-032-032-0742,City_AT_392,AT,29826,2019-08-25,Active,Contractor,IT,Security Analyst,,Hybrid,97389.14,2,CMP00285,Danube2399 Group AB,Danube2399,SI,517311,SE,SK;SE;LV;GR;BE;EE;SI,7,N,Multi-country EU footprint
EMP00000046,Mikael Ionescu,Mikael,1960-08-29,Non-binary,mikael.ionescu.emp00000046@mediterranean2492.com,mikael.ionescu8261@gmail.com,+49-939-089-2613,City_AT_87,AT,76681,2025-11-26,Active,Full-time,Product,Sales Development Rep,,Onsite,38188.97,4,CMP00100,Mediterranean2492 Group BV,Mediterranean2492,SE,336111,MT,RO;CY;SI;SE;LV;IT;NL;AT;BG;PL;FI;DK;IE;MT;LT;GR;FR;HU,18,N,Multi-country EU footprint
EMP00000047,Daan Garcia,Daan,1982-07-04,Self-describe,daan.garcia.emp00000047@rhine4092.com,daan.garcia4735@outlook.com,+49-050-975-9230,City_AT_246,AT,69513,2025-04-07,Active,Full-time,Product,Marketing Analyst,,Onsite,36023.94,4,CMP00378,Rhine4092 Group Oy,Rhine4092,EE,517311,CZ,BG;DE;DK;RO;MT;IE;PT;SK;ES;LU;EE;CZ;NL;IT;BE,15,N,Multi-country EU footprint
EMP00000048,Marie Popescu,Marie,1991-03-21,Male,marie.popescu.emp00000048@atlantic9715.com,marie.popescu3374@proton.me,+21-476-492-5158,City_AT_146,AT,94825,2015-09-22,Active,Temp,Data,QA Engineer,,Onsite,58022.53,3,CMP00233,Atlantic9715 Group Oy,Atlantic9715,CZ,524210,EE,SK;RO;BG;FR;AT;HU;BE;CZ;MT;DK;EE,11,N,Multi-country EU footprint
EMP00000049,Saara Eriksson,Saara,1999-09-29,Female,saara.eriksson.emp00000049@continental5181.com,saara.eriksson2534@yahoo.com,+32-788-147-6174,City_AT_238,AT,98662,2023-06-19,Active,Part-time,Customer Support,Business Analyst,,Hybrid,95700.96,1,CMP00195,Continental5181 Group SE,Continental5181,MT,561110,BG,MT;EE;BG;IE;HR;IT;NL;PL;SE;FR,10,N,Multi-country EU footprint
EMP00000050,Klaus Nowak,Klaus,2003-12-06,Non-binary,klaus.nowak.emp00000050@euro8389.com,klaus.nowak6919@outlook.com,+49-180-172-2601,City_AT_130,AT,56590,2022-10-02,Active,Full-time,Engineering,Financial Analyst,EMP00000047,Hybrid,93452.36,3,CMP00327,Euro8389 Group SpA,Euro8389,IT,517311,PT,IT;NL;EE;DE;BG;PT;LU;HU;DK;LT;LV;CY;FR;PL,14,N,Multi-country EU footprint
EMP00000051,Emile Russo,Emile,1997-05-14,Self-describe,emile.russo.emp00000051@danube6784.com,emile.russo6010@proton.me,+00-610-277-6974,City_AT_223,AT,80041,2015-12-12,Active,Contractor,Marketing,Customer Support Specialist,EMP00000044,Onsite,151236.07,3,CMP00055,Danube6784 Group SA,Danube6784,AT,445110,LV,AT;HR;PL;CY;LV;FR,6,N,Multi-country EU footprint
EMP00000052,Klaus Petrov,Klaus,1968-03-22,Male,klaus.petrov.emp00000052@baltic9747.com,klaus.petrov7824@gmail.com,+14-727-601-2277,City_AT_276,AT,35023,2014-04-13,Active,Full-time,Sales,HR Specialist,EMP00000028,Onsite,134211.82,4,CMP00359,Baltic9747 Group Ltd,Baltic9747,EE,812990,EE,BG;NL;ES;AT;EE;LU;FI;SI;PT;DK;BE;CZ;SE;SK;DE;LV;IE,17,N,Multi-country EU footprint
EMP00000053,Saara Nowak,Saara,1975-01-24,Female,saara.nowak.emp00000053@atlantic7518.com,saara.nowak9543@outlook.com,+76-789-973-0806,City_AT_149,AT,14851,2018-10-15,Active,Full-time,Operations,Product Manager,EMP00000039,Remote,168810.61,4,CMP00319,Atlantic7518 Group AG,Atlantic7518,PL,541512,CY,AT;CY;BE;LU;SE;CZ;HR;FR;FI;ES;IT;RO;PL,13,N,Multi-country EU footprint
EMP00000054,Marko Novak,Marko,1981-01-11,Prefer not to say,marko.novak.emp00000054@central7304.com,marko.novak6002@proton.me,+73-839-597-2466,City_AT_241,AT,55068,2019-05-11,Terminated,Full-time,IT,Data Analyst,EMP00000047,Hybrid,97467.79,2,CMP00108,Central7304 Group SpA,Central7304,IE,334111,LU,RO;LV;GR;LT;FI;BG;IE;PT;PL;CZ;FR;DE;BE;IT;LU;ES;CY;SI,18,N,Multi-country EU footprint
EMP00000055,Jan Gonzalez,Jan,1982-05-05,Self-describe,jan.gonzalez.emp00000055@baltic6736.com,jan.gonzalez7155@gmail.com,+80-054-522-8015,City_AT_121,AT,37450,2011-12-08,Active,Full-time,Sales,Business Analyst,EMP00000032,Hybrid,39456.34,3,CMP00173,Baltic6736 Group Ltd,Baltic6736,IT,517311,NL,HU;AT;SK;NL;DK;IT;MT;IE;SE;ES;RO;LT;CY;PL;GR;BE,16,N,Multi-country EU footprint
EMP00000056,Magdalena Bernard,Magdalena,1977-02-08,Non-binary,magdalena.bernard.emp00000056@alpine610.com,magdalena.bernard2034@yahoo.com,+77-119-918-0812,City_AT_54,AT,16608,2017-08-19,Active,Part-time,Finance,Security Analyst,EMP00000039,Remote,169639.61,4,CMP00383,Alpine610 Group SRL,Alpine610,HR,561110,FI,PL;DE;RO;HU;SK;SI;IE;LU;DK;CZ;LV;CY;HR;FI;MT,15,N,Multi-country EU footprint
EMP00000057,Carlos Moreau,Carlos,1983-03-18,Self-describe,carlos.moreau.emp00000057@danube3099.com,carlos.moreau2583@icloud.com,+37-548-214-5653,City_AT_394,AT,10863,2021-05-07,Active,Contractor,Marketing,Data Analyst,EMP00000029,Onsite,45834.64,4,CMP00241,Danube3099 Group Ltd,Danube3099,SK,334111,FI,GR;EE;SK;FR;IE;DE;SE;FI;MT;SI,10,N,Multi-country EU footprint
EMP00000058,Hilde Jansen,Hilde,1969-05-19,Prefer not to say,hilde.jansen.emp00000058@central5885.com,hilde.jansen4945@proton.me,+55-626-060-2908,City_AT_36,AT,21112,2019-04-10,Terminated,Contractor,Finance,Data Analyst,EMP00000046,Remote,98566.11,4,CMP00300,Central5885 Group Ltd,Central5885,SI,488510,SI,LT;AT;SK;RO;BG;SI;LU;FR;PL,9,N,Multi-country EU footprint
EMP00000059,Klara Ozols,Klara,1985-02-22,Prefer not to say,klara.ozols.emp00000059@nordic940.com,klara.ozols8960@outlook.com,+75-634-108-5628,City_AT_317,AT,95463,2010-03-06,Active,Contractor,IT,Sales Development Rep,EMP00000035,Hybrid,99190.71,3,CMP00358,Nordic940 Group SpA,Nordic940,CY,611310,LU,FR;PL;CZ;HR;CY;DK;AT;NL;FI;ES;IT;LV;IE;EE;MT;LU;SE,17,N,Multi-country EU footprint
EMP00000060,Ana Petrov,Ana,2002-11-27,Non-binary,ana.petrov.emp00000060@central176.com,ana.petrov7524@outlook.com,+05-485-101-7490,City_AT_259,AT,24475,2021-09-10,Active,Full-time,Engineering,HR Specialist,EMP00000020,Remote,115408.35,3,CMP00246,Central176 Group GmbH,Central176,LV,541511,NL,LV;DE;SI;LT;DK;SE;PT;EE;NL;GR;FR;CY;BE;RO,14,N,Multi-country EU footprint
EMP00000061,Henrik Lehtonen,Henrik,1977-12-24,Female,henrik.lehtonen.emp00000061@central5885.com,henrik.lehtonen3619@proton.me,+57-126-611-0627,City_AT_299,AT,35238,2016-05-19,Active,Part-time,IT,Sales Development Rep,EMP00000021,Hybrid,111902.33,3,CMP00300,Central5885 Group Ltd,Central5885,SI,488510,SI,LT;AT;SK;RO;BG;SI;LU;FR;PL,9,N,Multi-country EU footprint
