employee_id,full_name,preferred_name,date_of_birth,gender_identity,work_email,personal_email,phone_number,home_address_city,home_address_state,home_address_zip,hire_date,employment_status,employment_type,department,job_title,manager_employee_id,work_location_type,salary_base_annual,performance_rating_latest,company_id,company_legal_name,company_trade_name,company_hq_state,company_industry_naics_code,company_primary_operating_state,company_operating_states_list,company_operating_states_count,company_state_focus_flag,company_state_focus_notes
EMP00000011,Liam Morgan,Liam,1991-09-08,Prefer not to say,liam.morgan.emp00000011@crown3613.com,liam.morgan3132@gmail.com,+44-4938-931389,City_ENG-LDN_74,ENG-LDN,BK17 9GX,2023-08-16,Leave,Full-time,Data,QA Engineer,,Remote,71728.59,3,CMP00030,Crown3613 Group Holdings,Crown3613,WAL-W,518210,ENG-WYK,WAL-W;ENG-EM;ENG-NE;ENG-MCR;ENG-HRT;ENG-EE;NIR-S;ENG-WYK,8,N,Multi-region UK footprint
EMP00000012,Liam Byrne,Liam,1963-05-02,Prefer not to say,liam.byrne.emp00000012@royal3357.com,liam.byrne1915@yahoo.com,+44-4902-019360,City_ENG-LDN_338,ENG-LDN,GG29 5HE,2023-05-24,Terminated,Full-time,Operations,QA Engineer,,Hybrid,76292.27,3,CMP00284,Royal3357 Group LLP,Royal3357,ENG-SE,518210,ENG-ESX,ENG-SE;ENG-SW;ENG-BRK;SCT-SW;ENG-SRY;WAL-W;ENG-BKM;ENG-CBG;ENG-ESX,9,N,Multi-region UK footprint
EMP00000013,Theo Doyle,Theo,1967-05-23,Non-binary,theo.doyle.emp00000013@commonwealth9490.com,theo.doyle4350@outlook.com,+44-0433-818904,City_ENG-LDN_387,ENG-LDN,GO68 5AW,2012-03-25,Leave,Full-time,Data,Account Executive,,Onsite,111356.98,3,CMP00247,Commonwealth9490 Group Holdings,Commonwealth9490,ENG-BKM,541512,ENG-ESX,ENG-BKM;NIR-S;ENG-DVN;ENG-NYK;ENG-SW;ENG-ESX;NIR-BEL;NIR-W,8,N,Multi-region UK footprint
EMP00000014,Amelia Fraser,Amelia,1989-05-14,Self-describe,amelia.fraser.emp00000014@celtic532.com,amelia.fraser3851@outlook.com,+44-8714-474045,City_ENG-LDN_274,ENG-LDN,WC15 2MK,2015-09-21,Active,Full-time,Engineering,Financial Analyst,,Remote,22274.56,4,CMP00345,Celtic532 Group & Co,Celtic532,ENG-YH,621111,ENG-COR,ENG-YH;ENG-EM;SCT-NE;ENG-NYK;ENG-COR;ENG-SRY;NIR-N,7,N,Multi-region UK footprint
EMP00000015,Hamish Brooks,Hamish,2004-02-15,Non-binary,hamish.brooks.emp00000015@albion4429.com,hamish.brooks3042@gmail.com,+44-2767-343710,City_ENG-LDN_282,ENG-LDN,JD2 4HO,2011-05-09,Active,Full-time,Finance,Data Engineer,,Remote,103664.13,2,CMP00068,Albion4429 Group Ltd,Albion4429,ENG-MSY,423430,ENG-WM,ENG-MSY;ENG-WM;NIR-W;ENG-OXF,4,N,Multi-region UK footprint
EMP00000016,Jack Doherty,Jack,1970-01-15,Prefer not to say,jack.doherty.emp00000016@crown450.com,jack.doherty4337@yahoo.com,+44-4684-866347,City_ENG-LDN_164,ENG-LDN,YO33 7YX,2013-08-11,Active,Full-time,Data,Account Executive,,Hybrid,63816.39,3,CMP00092,Crown450 Group & Co,Crown450,ENG-ESX,541512,ENG-SRY,NIR-W;ENG-SW;ENG-HRT;ENG-SRY;ENG-ESX;ENG-EM;NIR-BEL;SCT-HI;ENG-KNT;ENG-WYK;SCT-NE;WAL-W;ENG-CBG;ENG-COR;WAL-N;ENG-WM;ENG-HAM,17,N,Multi-region UK footprint
EMP00000017,Daisy Carter,Daisy,1979-12-13,Non-binary,daisy.carter.emp00000017@british662.com,daisy.carter7353@icloud.com,+44-3913-816712,City_ENG-LDN_239,ENG-LDN,PH79 4IP,2021-09-10,Active,Contractor,Finance,Operations Manager,,Remote,113304.78,4,CMP00320,British662 Group Holdings,British662,ENG-HRT,336111,ENG-HRT,NIR-E;WAL-N;ENG-LDN;NIR-BEL;ENG-ESX;ENG-HRT;SCT-HI;ENG-SRY;ENG-NE;ENG-SE;ENG-MCR;ENG-KNT;ENG-MSY;ENG-SYK;SCT-CEN;ENG-COR;ENG-OXF;ENG-DVN;ENG-NFK,19,N,Multi-region UK footprint
EMP00000018,Freddie Thompson,Freddie,1977-09-25,Prefer not to say,freddie.thompson.emp00000018@british2646.com,freddie.thompson9030@outlook.com,+44-6360-130877,City_ENG-LDN_274,ENG-LDN,WT20 7IZ,2015-03-05,Active,Full-time,Legal,Security Analyst,,Hybrid,45173.57,3,CMP00102,British2646 Group Holdings,British2646,ENG-HRT,621610,ENG-MSY,ENG-HRT;ENG-MSY;WAL-S;ENG-EM;NIR-N;ENG-WYK;SCT-HI;WAL-N;ENG-NW;ENG-SW;ENG-HAM;ENG-EE;ENG-KNT,13,N,Multi-region UK footprint
EMP00000019,James Morgan,James,1959-09-21,Self-describe,james.morgan.emp00000019@albion1137.com,james.morgan4252@outlook.com,+44-7896-168047,City_ENG-LDN_92,ENG-LDN,HY15 8WJ,2013-01-01,Terminated,Full-time,Sales,Operations Manager,,Remote,120415.48,4,CMP00307,Albion1137 Group PLC,Albion1137,NIR-BEL,541512,ENG-DVN,NIR-BEL;WAL-S;ENG-NYK;ENG-HAM;ENG-SW;ENG-LNC;ENG-MSY;ENG-BRK;ENG-LDN;ENG-NW;ENG-EM;ENG-DVN;ENG-SYK,13,N,Multi-region UK footprint
EMP00000020,Ava Owen,Ava,1959-05-14,Non-binary,ava.owen.emp00000020@british5686.com,ava.owen5452@gmail.com,+44-1234-718640,City_ENG-LDN_273,ENG-LDN,RB64 9BW,2014-07-17,Active,Contractor,Operations,Sales Development Rep,,Hybrid,158187.14,3,CMP00004,British5686 Group Holdings,British5686,ENG-KNT,812990,WAL-W,ENG-KNT;ENG-LDN;ENG-ESX;SCT-CEN;ENG-SYK;ENG-NYK;ENG-NE;ENG-SOM;WAL-W;WAL-S;SCT-SE;ENG-EE;ENG-SFK;ENG-LNC;WAL-N;NIR-N;ENG-COR,17,N,Multi-region UK footprint
EMP00000021,Alistair Hamilton,Alistair,1973-05-31,Male,alistair.hamilton.emp00000021@albion8901.com,alistair.hamilton5593@outlook.com,+44-7997-638419,City_ENG-LDN_309,ENG-LDN,SZ85 3UP,2016-03-14,Active,Part-time,Operations,Account Executive,,Onsite,37724.53,4,CMP00120,Albion8901 Group Group,Albion8901,SCT-HI,445110,ENG-LDN,SCT-HI;ENG-HRT;ENG-KNT;NIR-E;ENG-LDN;WAL-S;ENG-MSY;ENG-CBG,8,N,Multi-region UK footprint
EMP00000022,Lily Cook,Lily,1975-06-04,Prefer not to say,lily.cook.emp00000022@thames6574.com,lily.cook5809@proton.me,+44-4594-295307,City_ENG-LDN_369,ENG-LDN,KZ36 2YS,2016-07-21,Active,Full-time,HR,IT Support Analyst,,Hybrid,59410.13,3,CMP00079,Thames6574 Group Group,Thames6574,ENG-WYK,621111,ENG-HAM,ENG-WYK;ENG-HAM;NIR-S;ENG-SOM;ENG-SYK;ENG-SRY;SCT-SE;WAL-N;NIR-E;ENG-ESX;ENG-EM,11,N,Multi-region UK footprint
EMP00000023,Eira Mitchell,Eira,1970-08-08,Female,eira.mitchell.emp00000023@sterling6783.com,eira.mitchell8396@icloud.com,+44-6680-012807,City_ENG-LDN_20,ENG-LDN,PN76 2WA,2020-05-23,Active,Full-time,Customer Support,Data Engineer,,Hybrid,128284.31,4,CMP00365,Sterling6783 Group Group,Sterling6783,ENG-EE,311811,ENG-BRK,ENG-EE;NIR-S;SCT-CEN;ENG-CBG;ENG-EM;ENG-SOM;ENG-HAM;ENG-SYK;SCT-NE;ENG-OXF;ENG-BRK;WAL-N;ENG-HRT;ENG-MCR;ENG-WM;WAL-S;ENG-WYK;ENG-NFK,18,N,Multi-region UK footprint
EMP00000024,Florence Brown,Florence,1980-08-19,Self-describe,florence.brown.emp00000024@british6315.com,florence.brown3780@yahoo.com,+44-3640-295480,City_ENG-LDN_324,ENG-LDN,BK77 4FR,2020-07-06,Leave,Full-time,HR,Data Engineer,,Hybrid,43539.9,5,CMP00172,British6315 Group & Co,British6315,ENG-HAM,561110,SCT-NE,ENG-HAM;ENG-EE;ENG-LNC;SCT-NE;ENG-HRT;WAL-N;SCT-SW;ENG-KNT;ENG-BKM;WAL-W;ENG-WYK,11,N,Multi-region UK footprint
EMP00000025,Amelia Clarke,Amelia,1974-02-17,Female,amelia.clarke.emp00000025@commonwealth515.com,amelia.clarke8411@gmail.com,+44-4555-943614,City_ENG-LDN_265,ENG-LDN,MW10 7WI,2014-04-28,Active,Full-time,HR,Sales Development Rep,,Hybrid,83358.36,3,CMP00308,Commonwealth515 Group & Co,Commonwealth515,ENG-EM,611310,SCT-NE,ENG-EM;ENG-SYK;ENG-BKM;WAL-S;SCT-SW;ENG-NFK;ENG-HRT;SCT-CEN;ENG-NW;NIR-W;ENG-COR;ENG-WM;ENG-LNC;ENG-LDN;WAL-W;ENG-SE;ENG-BRK;SCT-NE;ENG-SOM,19,N,Multi-region UK footprint
EMP00000026,Ethan O'Brien,Ethan,1970-02-05,Female,ethan.obrien.emp00000026@celtic8470.com,ethan.obrien513@outlook.com,+44-0637-709273,City_ENG-LDN_215,ENG-LDN,LX84 1ZU,2015-05-15,Active,Full-time,IT,Product Manager,,Remote,114673.25,3,CMP00251,Celtic8470 Group Holdings,Celtic8470,ENG-NFK,517311,ENG-ESX,ENG-NFK;SCT-NE;ENG-MSY;ENG-SE;WAL-S;NIR-W;ENG-SYK;ENG-COR;ENG-ESX;NIR-BEL;WAL-N;ENG-SOM,12,N,Multi-region UK footprint
EMP00000027,Arthur Fraser,Arthur,1980-07-03,Self-describe,arthur.fraser.emp00000027@thames5839.com,arthur.fraser5623@yahoo.com,+44-0843-117181,City_ENG-LDN_96,ENG-LDN,TZ74 3CZ,2022-06-23,Active,Part-time,Product,Product Manager,,Hybrid,158079.45,3,CMP00271,Thames5839 Group Ltd,Thames5839,ENG-NFK,561110,SCT-CEN,ENG-LNC;SCT-CEN;ENG-ESX;ENG-WM;ENG-SRY;SCT-SE;ENG-KNT;ENG-SYK;ENG-HAM;NIR-W;ENG-CBG;ENG-HRT;WAL-S;NIR-N;ENG-BKM;ENG-NFK,16,N,Multi-region UK footprint
EMP00000028,Poppy Murray,Poppy,1958-02-24,Self-describe,poppy.murray.emp00000028@sterling5235.com,poppy.murray1357@icloud.com,+44-4088-187781,City_ENG-LDN_51,ENG-LDN,TZ34 1KW,2025-12-01,Active,Full-time,Data,Financial Analyst,,Remote,46295.94,4,CMP00230,Sterling5235 Group & Co,Sterling5235,ENG-SFK,713940,ENG-DVN,WAL-W;ENG-DVN;ENG-BRK;ENG-COR;ENG-YH;ENG-ESX;ENG-NE;SCT-NE;ENG-SE;ENG-SFK;NIR-S;NIR-W;NIR-N,13,N,Multi-region UK footprint
EMP00000029,Ruairi Byrne,Ruairi,1973-05-07,Prefer not to say,ruairi.byrne.emp00000029@commonwealth8480.com,ruairi.byrne1163@proton.me,+44-0387-534403,City_ENG-LDN_262,ENG-LDN,ML87 5YN,2017-05-14,Active,Full-time,Legal,Security Analyst,,Hybrid,171582.92,2,CMP00207,Commonwealth8480 Group & Co,Commonwealth8480,ENG-COR,336111,ENG-HAM,ENG-NE;SCT-HI;ENG-HAM;ENG-SFK;NIR-E;ENG-YH;ENG-SOM;ENG-HRT;ENG-SE;ENG-MCR;ENG-LDN;ENG-EE;NIR-W;ENG-WYK;NIR-N;ENG-COR;WAL-N;ENG-SW;SCT-SE,19,N,Multi-region UK footprint
EMP00000030,Harry Wilson,Harry,1957-01-07,Non-binary,harry.wilson.emp00000030@celtic446.com,harry.wilson9055@outlook.com,+44-6648-314610,City_ENG-LDN_148,ENG-LDN,BW73 9DF,2025-07-13,Active,Full-time,HR,QA Engineer,,Onsite,27260.14,5,CMP00019,Celtic446 Group Holdings,Celtic446,ENG-BRK,488510,ENG-BRK,ENG-BRK;WAL-S;NIR-E;WAL-W;SCT-SE;ENG-SRY;WAL-M;ENG-ESX;ENG-SE;ENG-LNC;ENG-MSY;ENG-SFK;ENG-YH;ENG-SOM;ENG-SYK,15,N,Multi-region UK footprint
EMP00000031,Sienna Murphy,Sienna,1963-04-07,Non-binary,sienna.murphy.emp00000031@thames123.com,sienna.murphy2914@yahoo.com,+44-0990-172728,City_ENG-LDN_366,ENG-LDN,NY32 3VZ,2024-09-10,Active,Contractor,Sales,Product Manager,,Remote,34551.04,4,CMP00043,Thames123 Group Group,Thames123,ENG-HAM,488510,SCT-SE,ENG-NE;ENG-HAM;WAL-M;ENG-KNT;ENG-WYK;ENG-EM;SCT-SE,7,N,Multi-region UK footprint
EMP00000032,Eira Sullivan,Eira,1979-09-26,Prefer not to say,eira.sullivan.emp00000032@commonwealth5980.com,eira.sullivan6651@proton.me,+44-7735-085672,City_ENG-LDN_71,ENG-LDN,HV41 3YZ,2019-11-10,Active,Part-time,Operations,Customer Support Specialist,EMP00000015,Remote,122573.13,3,CMP00361,Commonwealth5980 Group PLC,Commonwealth5980,ENG-SRY,445110,WAL-N,ENG-SRY;ENG-LDN;ENG-NFK;NIR-E;ENG-MSY;ENG-SOM;WAL-N;ENG-CBG;ENG-KNT;ENG-NW;SCT-HI;ENG-HRT;ENG-MCR,13,N,Multi-region UK footprint
EMP00000033,Declan McGrath,Declan,1999-01-16,Female,declan.mcgrath.emp00000033@celtic4990.com,declan.mcgrath7446@proton.me,+44-1286-344773,City_ENG-LDN_193,ENG-LDN,FE10 1IZ,2023-09-11,Active,Full-time,Marketing,Operations Manager,EMP00000017,Onsite,29626.84,3,CMP00142,Celtic4990 Group & Co,Celtic4990,ENG-EE,541511,ENG-EE,ENG-SFK;ENG-WM;ENG-SRY;ENG-YH;ENG-WYK;ENG-EE;SCT-SW;ENG-COR;WAL-W;ENG-KNT;SCT-CEN;WAL-N,12,N,Multi-region UK footprint
EMP00000034,Willow Hall,Willow,1972-05-14,Male,willow.hall.emp00000034@imperial408.com,willow.hall6027@icloud.com,+44-3249-295735,City_ENG-LDN_276,ENG-LDN,WA23 4EC,2011-02-15,Active,Full-time,Sales,Security Analyst,EMP00000029,Hybrid,71943.0,2,CMP00303,Imperial408 Group Group,Imperial408,SCT-CEN,541511,ENG-NW,ENG-SOM;ENG-NYK;ENG-SFK;ENG-KNT;WAL-S;ENG-NE;ENG-EM;ENG-LNC;ENG-SE;ENG-OXF;ENG-WM;ENG-NW;WAL-N;ENG-LDN;ENG-SYK;SCT-CEN;ENG-SW,17,N,Multi-region UK footprint
EMP00000035,Liam Kelly,Liam,1971-08-28,Prefer not to say,liam.kelly.emp00000035@crown1560.com,liam.kelly5718@gmail.com,+44-9057-873002,City_ENG-LDN_310,ENG-LDN,VF63 8SY,2022-01-24,Leave,Contractor,Customer Support,Operations Manager,EMP00000022,Remote,57450.75,4,CMP00090,Crown1560 Group Ltd,Crown1560,WAL-S,311811,WAL-S,WAL-S;ENG-KNT;ENG-WM;WAL-N;SCT-SW,5,N,Multi-region UK footprint
EMP00000036,Niamh McGregor,Niamh,1981-01-15,Male,niamh.mcgregor.emp00000036@sterling1049.com,niamh.mcgregor4556@outlook.com,+44-0873-429434,City_ENG-LDN_301,ENG-LDN,XX70 3NN,2019-09-14,Active,Full-time,Data,Senior Data Analyst,EMP00000009,Hybrid,158775.54,4,CMP00053,Sterling1049 Group LLP,Sterling1049,ENG-SRY,454110,ENG-WYK,ENG-SRY;ENG-MSY;ENG-BKM;NIR-N;ENG-NYK;SCT-SE;WAL-W;ENG-KNT;ENG-DVN;ENG-BRK;ENG-HAM;SCT-SW;ENG-MCR;ENG-YH;WAL-N;ENG-WYK;ENG-EE;ENG-NW,18,N,Multi-region UK footprint
EMP00000037,Max Hughes,Max,1994-05-19,Prefer not to say,max.hughes.emp00000037@commonwealth8055.com,max.hughes3958@yahoo.com,+44-4327-088156,City_ENG-LDN_142,ENG-LDN,YE88 8NM,2024-12-23,Terminated,Full-time,Sales,IT Support Analyst,EMP00000015,Hybrid,142470.48,3,CMP00084,Commonwealth8055 Group LLP,Commonwealth8055,WAL-M,541511,ENG-SFK,WAL-M;ENG-SFK;ENG-EM;SCT-HI;ENG-MCR;ENG-DVN,6,N,Multi-region UK footprint
EMP00000038,Eilidh Morgan,Eilidh,2005-05-15,Prefer not to say,eilidh.morgan.emp00000038@albion1841.com,eilidh.morgan9674@icloud.com,+44-2736-921685,City_ENG-LDN_11,ENG-LDN,ZG29 9TH,2022-02-06,Active,Temp,Marketing,Senior Data Analyst,EMP00000027,Onsite,42830.25,3,CMP00340,Albion1841 Group PLC,Albion1841,WAL-W,445110,ENG-SYK,ENG-SOM;WAL-N;ENG-BRK;WAL-M;ENG-WYK;ENG-MCR;ENG-NFK;ENG-SRY;NIR-W;ENG-NE;SCT-SE;WAL-W;ENG-SYK;ENG-NW,14,N,Multi-region UK footprint
EMP00000039,Sinead Burns,Sinead,1985-04-11,Self-describe,sinead.burns.emp00000039@sterling6286.com,sinead.burns4957@yahoo.com,+44-7394-022176,City_ENG-LDN_314,ENG-LDN,VG66 5EB,2018-03-28,Leave,Full-time,Legal,Senior Data Analyst,EMP00000016,Onsite,78076.84,4,CMP00285,Sterling6286 Group PLC,Sterling6286,ENG-HAM,621610,ENG-HRT,ENG-MSY;ENG-HAM;ENG-LNC;SCT-SE;ENG-WM;ENG-EM;ENG-CBG;WAL-W;WAL-N;ENG-YH;ENG-ESX;ENG-KNT;SCT-NE;ENG-SE;ENG-HRT;ENG-WYK;NIR-BEL;ENG-BKM,18,N,Multi-region UK footprint
EMP00000040,Florence Lewis,Florence,1995-11-20,Female,florence.lewis.emp00000040@albion5307.com,florence.lewis5084@yahoo.com,+44-6788-413016,City_ENG-LDN_351,ENG-LDN,TY66 9XW,2010-11-26,Active,Full-time,Marketing,Customer Support Specialist,EMP00000030,Onsite,87896.1,3,CMP00176,Albion5307 Group & Co,Albion5307,ENG-SRY,488510,NIR-N,ENG-SRY;NIR-N;SCT-NE;ENG-NW;ENG-WYK;ENG-SFK;NIR-W;NIR-S,8,N,Multi-region UK footprint
EMP00000041,Cameron Morgan,Cameron,1975-08-22,Male,cameron.morgan.emp00000041@sterling6286.com,cameron.morgan7642@icloud.com,+44-4105-320228,City_ENG-LDN_68,ENG-LDN,HF79 4ZO,2012-01-03,Active,Full-time,Operations,Senior Data Analyst,EMP00000015,Hybrid,109518.31,4,CMP00285,Sterling6286 Group PLC,Sterling6286,ENG-HAM,621610,ENG-HRT,ENG-MSY;ENG-HAM;ENG-LNC;SCT-SE;ENG-WM;ENG-EM;ENG-CBG;WAL-W;WAL-N;ENG-YH;ENG-ESX;ENG-KNT;SCT-NE;ENG-SE;ENG-HRT;ENG-WYK;NIR-BEL;ENG-BKM,18,N,Multi-region UK footprint
EMP00000042,Aoife Wilson,Aoife,2002-05-16,Female,aoife.wilson.emp00000042@celtic9073.com,aoife.wilson277@yahoo.com,+44-8818-735627,City_ENG-LDN_346,ENG-LDN,TC17 8MA,2025-08-19,Active,Part-time,Marketing,Software Engineer,EMP00000017,Onsite,73289.01,4,CMP00391,Celtic9073 Group LLP,Celtic9073,WAL-W,611310,ENG-LNC,WAL-W;ENG-SRY;ENG-CBG;ENG-LNC,4,N,Multi-region UK footprint
EMP00000043,Ffion Hill,Ffion,1995-04-06,Male,ffion.hill.emp00000043@albion4210.com,ffion.hill2554@gmail.com,+44-4460-330563,City_ENG-LDN_358,ENG-LDN,PT22 3SW,2017-10-19,Active,Full-time,Finance,Data Analyst,EMP00000031,Onsite,120684.36,1,CMP00164,Albion4210 Group PLC,Albion4210,ENG-NE,517311,SCT-CEN,ENG-NE;SCT-NE;SCT-CEN;ENG-HRT;NIR-S;NIR-E;NIR-W;ENG-DVN;ENG-EE;ENG-SOM,10,N,Multi-region UK footprint
EMP00000044,Arthur Wright,Arthur,2004-11-09,Prefer not to say,arthur.wright.emp00000044@thames7473.com,arthur.wright9865@proton.me,+44-9588-265809,City_ENG-LDN_167,ENG-LDN,PI65 8YI,2019-02-09,Active,Full-time,Security,Software Engineer,EMP00000027,Onsite,85150.6,2,CMP00024,Thames7473 Group & Co,Thames7473,SCT-CEN,561110,ENG-CBG,SCT-CEN;ENG-SYK;SCT-NE;ENG-DVN;ENG-SFK;ENG-SE;ENG-ESX;NIR-S;ENG-SRY;ENG-CBG;ENG-KNT,11,N,Multi-region UK footprint
EMP00000045,Rhys Quinn,Rhys,1964-12-01,Male,rhys.quinn.emp00000045@sterling5830.com,rhys.quinn2851@gmail.com,+44-2545-907144,City_ENG-LDN_323,ENG-LDN,HY87 4OM,2023-06-08,Active,Part-time,Customer Support,Product Manager,EMP00000001,Onsite,93323.64,2,CMP00357,Sterling5830 Group & Co,Sterling5830,ENG-SW,713940,ENG-ESX,ENG-SW;ENG-HRT;ENG-BKM;ENG-SFK;ENG-COR;ENG-NYK;ENG-WM;NIR-W;ENG-SYK;SCT-CEN;ENG-NFK;ENG-NW;ENG-SOM;SCT-NE;SCT-SE;ENG-LNC;ENG-DVN;ENG-ESX;ENG-WYK;ENG-YH,20,N,Multi-region UK footprint
EMP00000046,Bethan Clarke,Bethan,1980-10-16,Non-binary,bethan.clarke.emp00000046@royal128.com,bethan.clarke5578@icloud.com,+44-1454-936032,City_ENG-LDN_28,ENG-LDN,DR85 7SU,2023-04-26,Terminated,Contractor,Data,Senior Data Analyst,EMP00000026,Hybrid,57056.09,5,CMP00206,Royal128 Group Group,Royal128,ENG-WYK,541512,ENG-YH,ENG-BRK;ENG-YH;WAL-S;ENG-MCR;ENG-WYK;ENG-SE;ENG-NW;ENG-SOM,8,N,Multi-region UK footprint
EMP00000047,Grace Scott,Grace,1994-01-07,Prefer not to say,grace.scott.emp00000047@celtic1358.com,grace.scott4161@yahoo.com,+44-3725-804339,City_ENG-LDN_297,ENG-LDN,WY73 5VY,2012-03-05,Active,Full-time,Product,Software Engineer,EMP00000009,Remote,95461.76,2,CMP00249,Celtic1358 Group Ltd,Celtic1358,NIR-S,454110,WAL-W,WAL-W;ENG-LDN;NIR-BEL;ENG-MCR;NIR-S;SCT-HI;NIR-E;SCT-SE;ENG-HRT;ENG-NFK;ENG-EM;SCT-NE;ENG-YH;ENG-CBG;ENG-BRK;ENG-OXF;ENG-SRY;ENG-SFK,18,N,Multi-region UK footprint
