employee_id,full_name,preferred_name,date_of_birth,gender_identity,work_email,personal_email,phone_number,home_address_city,home_address_state,home_address_zip,hire_date,employment_status,employment_type,department,job_title,manager_employee_id,work_location_type,salary_base_annual,performance_rating_latest,company_id,company_legal_name,company_trade_name,company_hq_state,company_industry_naics_code,company_primary_operating_state,company_operating_states_list,company_operating_states_count,company_state_focus_flag,company_state_focus_notes
EMP00000011,Yu Wang,Yu,1971-06-18,Prefer not to say,yu.wang.emp00000011@silk road7018.com,yu.wang2970@icloud.com,+86-100-6986-7816,City_BJ_129,BJ,814506,2024-09-26,Active,Full-time,Customer Support,Data Analyst,,Remote,140080.6,5,CMP00025,Silk Road7018 Group Corp,Silk Road7018,MO,236220,YN,SC;FJ;SAX;SX;HAN;HEB;AH;NX;YN;MO;SH;XZ;HLJ;LN;JL;BJ;NMG;TJ;XJ,19,N,Multi-province Chinese footprint
EMP00000012,Liang Xu,Liang,1958-11-01,Prefer not to say,liang.xu.emp00000012@pearl1018.com,liang.xu813@icloud.com,+86-244-1663-1959,City_BJ_380,BJ,105587,2010-10-05,Active,Full-time,Legal,Account Executive,,Hybrid,133022.57,4,CMP00321,Pearl1018 Group Industrial,Pearl1018,TJ,488510,XJ,TJ;SX;NX;XZ;NMG;HK;TW;AH;XJ;SD,10,N,Multi-province Chinese footprint
EMP00000013,Feng Hu,Feng,2003-04-14,Female,feng.hu.emp00000013@celestial7405.com,feng.hu9278@yahoo.com,+86-677-7464-6986,City_BJ_182,BJ,711068,2018-10-14,Active,Full-time,IT,Account Executive,,Onsite,139852.08,5,CMP00105,Celestial7405 Group Industrial,Celestial7405,YN,713940,XZ,YN;NMG;BJ;SAX;GD;XZ;GX;JL;JS;NX;MO;HLJ,12,N,Multi-province Chinese footprint
EMP00000014,Ren Zeng,Ren,1964-05-15,Male,ren.zeng.emp00000014@pearl1018.com,ren.zeng3325@icloud.com,+86-736-9415-6264,City_BJ_205,BJ,883839,2015-09-30,Active,Part-time,Operations,Data Analyst,,Onsite,215379.34,2,CMP00321,Pearl1018 Group Industrial,Pearl1018,TJ,488510,XJ,TJ;SX;NX;XZ;NMG;HK;TW;AH;XJ;SD,10,N,Multi-province Chinese footprint
EMP00000015,Yi Wang,Yi,1961-06-18,Female,yi.wang.emp00000015@phoenix7020.com,yi.wang9699@proton.me,+86-788-1983-1039,City_BJ_62,BJ,336304,2022-11-17,Terminated,Full-time,Legal,HR Specialist,,Hybrid,83822.94,5,CMP00226,Phoenix7020 Group Tech Co,Phoenix7020,HEN,518210,SC,HEN;LN;AH;MO;SH;SAX;NX;XZ;HLJ;HK;SC;GD,12,N,Multi-province Chinese footprint
EMP00000016,Ting Cao,Ting,1986-01-17,Self-describe,ting.cao.emp00000016@phoenix9962.com,ting.cao4558@proton.me,+86-914-7215-7684,City_BJ_150,BJ,749991,2012-01-17,Active,Contractor,Security,Software Engineer,,Remote,89903.98,1,CMP00275,Phoenix9962 Group Co Ltd,Phoenix9962,GS,311811,FJ,GS;FJ;LN;HK;AH;JX;YN;SAX;HEN;NMG;JL;ZJ;CQ;SX;SD;HEB;GD,17,N,Multi-province Chinese footprint
EMP00000017,Feng Qin,Feng,1993-10-21,Prefer not to say,feng.qin.emp00000017@celestial8309.com,feng.qin1373@yahoo.com,+86-735-7740-5927,City_BJ_267,BJ,411674,2012-08-14,Terminated,Temp,Finance,Operations Manager,,Onsite,106136.4,3,CMP00250,Celestial8309 Group Co Ltd,Celestial8309,YN,236220,NX,GD;GX;SC;GZ;SD;CQ;MO;HEB;YN;HK;AH;TJ;NX;HEN,14,N,Multi-province Chinese footprint
EMP00000018,Hai Gu,Hai,1974-05-04,Female,hai.gu.emp00000018@dragon8124.com,hai.gu6806@proton.me,+86-892-4909-2040,City_BJ_88,BJ,597096,2021-09-09,Active,Part-time,Finance,Product Manager,,Onsite,148226.58,5,CMP00257,Dragon8124 Group Tech Co,Dragon8124,GS,713940,JX,GS;XZ;HLJ;HAN;MO;TJ;HK;LN;JL;JS;ZJ;BJ;JX;SH;FJ;HUN;TW;HEB,18,N,Multi-province Chinese footprint
EMP00000019,Yue Lu,Yue,1970-09-05,Male,yue.lu.emp00000019@dragon8369.com,yue.lu8400@proton.me,+86-031-3098-5160,City_BJ_155,BJ,688300,2018-12-13,Active,Full-time,Finance,Financial Analyst,,Onsite,145885.42,4,CMP00323,Dragon8369 Group Group,Dragon8369,JL,621610,HLJ,HLJ;AH;CQ;HEN;GZ;SAX;MO;SC;LN;TW;JX;JL;HAN;XJ;NMG;NX;HEB;HUN,18,N,Multi-province Chinese footprint
EMP00000020,Lin Pan,Lin,1968-10-12,Non-binary,lin.pan.emp00000020@yangtze5872.com,lin.pan8250@gmail.com,+86-857-8448-3086,City_BJ_130,BJ,459398,2021-12-20,Active,Intern,Data,Product Manager,,Onsite,162470.81,4,CMP00266,Yangtze5872 Group Corp,Yangtze5872,SX,423430,FJ,FJ;SC;HUN;SX;JX;GZ;SH;NMG;HUB,9,N,Multi-province Chinese footprint
EMP00000021,Hai Ma,Hai,1974-11-06,Self-describe,hai.ma.emp00000021@eastern7821.com,hai.ma7248@icloud.com,+86-851-9113-0072,City_BJ_345,BJ,918361,2020-01-09,Leave,Contractor,Product,Account Executive,,Hybrid,67084.31,3,CMP00017,Eastern7821 Group Co Ltd,Eastern7821,HK,445110,HEB,HK;HAN;HEB,3,N,Multi-province Chinese footprint
EMP00000022,Da Dong,Da,2004-09-22,Female,da.dong.emp00000022@eastern8162.com,da.dong5240@outlook.com,+86-044-4128-7002,City_BJ_250,BJ,299915,2014-07-31,Active,Full-time,Engineering,Software Engineer,,Onsite,200055.58,3,CMP00238,Eastern8162 Group Group,Eastern8162,GZ,454110,AH,ZJ;HEN;AH;JS;BJ;QH;GZ,7,N,Multi-province Chinese footprint
EMP00000023,Na Cao,Na,1989-03-17,Non-binary,na.cao.emp00000023@silk road8450.com,na.cao4332@gmail.com,+86-848-6415-2530,City_BJ_61,BJ,275458,2012-06-07,Active,Full-time,Customer Support,HR Specialist,,Remote,151126.43,3,CMP00035,Silk Road8450 Group Corp,Silk Road8450,HUB,561110,SH,HUB;ZJ;NMG;HUN;JS;GD;TJ;XZ;LN;SH;GZ;SC;HK,13,N,Multi-province Chinese footprint
EMP00000024,Juan Sun,Juan,1976-11-15,Non-binary,juan.sun.emp00000024@jade8056.com,juan.sun9593@outlook.com,+86-003-3997-3557,City_BJ_293,BJ,185049,2015-02-14,Active,Full-time,IT,Product Manager,,Onsite,216514.42,1,CMP00394,Jade8056 Group Holdings,Jade8056,HAN,236220,XZ,GX;JS;ZJ;YN;SH;SC;HUB;HK;FJ;SD;MO;SAX;JL;HAN;GZ;LN;HEB;XZ,18,N,Multi-province Chinese footprint
EMP00000025,Qing Fang,Qing,1997-07-27,Non-binary,qing.fang.emp00000025@yangtze1650.com,qing.fang7656@gmail.com,+86-152-5240-5968,City_BJ_186,BJ,709845,2014-04-21,Active,Contractor,Marketing,Data Engineer,,Hybrid,126612.44,3,CMP00277,Yangtze1650 Group Tech Co,Yangtze1650,TW,561110,SH,TW;NX;XZ;HUB;JX;FJ;GD;SH;HAN,9,N,Multi-province Chinese footprint
EMP00000026,Jing Gao,Jing,1977-01-31,Prefer not to say,jing.gao.emp00000026@jade8506.com,jing.gao2217@outlook.com,+86-752-4445-7322,City_BJ_136,BJ,567807,2014-10-07,Active,Full-time,Data,Marketing Analyst,,Onsite,82206.24,1,CMP00033,Jade8506 Group Co Ltd,Jade8506,MO,722511,TJ,HEN;CQ;AH;JX;HK;JS;NMG;ZJ;GZ;HUN;HEB;MO;TJ;SC;XZ;GD,16,N,Multi-province Chinese footprint
EMP00000027,Gang Dong,Gang,2002-08-28,Male,gang.dong.emp00000027@golden8393.com,gang.dong7651@gmail.com,+86-918-6443-2955,City_BJ_111,BJ,863943,2024-06-17,Active,Full-time,Data,Data Engineer,,Remote,199348.0,2,CMP00153,Golden8393 Group Corp,Golden8393,NMG,621111,ZJ,HEN;HAN;SAX;NMG;XJ;HK;NX;SH;HUN;BJ;HUB;GD;SC;ZJ;LN;JS;SD;SX;CQ;TW,20,N,Multi-province Chinese footprint
EMP00000028,Gang Zhang,Gang,1980-01-17,Male,gang.zhang.emp00000028@dragon8378.com,gang.zhang600@proton.me,+86-633-7954-2538,City_BJ_332,BJ,785329,2014-09-26,Active,Full-time,Product,Business Analyst,,Remote,70528.03,5,CMP00393,Dragon8378 Group Group,Dragon8378,SC,713940,YN,SC;XJ;HLJ;QH;LN;SX;TJ;HAN;BJ;YN;SH,11,N,Multi-province Chinese footprint
EMP00000029,Liang Fan,Liang,1973-10-07,Prefer not to say,liang.fan.emp00000029@silk road3349.com,liang.fan9390@outlook.com,+86-434-1726-7647,City_BJ_20,BJ,133773,2019-10-27,Active,Contractor,Operations,Data Engineer,,Hybrid,56621.73,5,CMP00122,Silk Road3349 Group Co Ltd,Silk Road3349,BJ,423430,HUB,JX;NMG;BJ;HUB;HLJ;GZ;QH;JL;HEB;TJ;JS;HEN;ZJ;MO;SC;FJ;SX;XJ;SH,19,N,Multi-province Chinese footprint
EMP00000030,Qing Ma,Qing,1989-10-10,Non-binary,qing.ma.emp00000030@phoenix7902.com,qing.ma5582@yahoo.com,+86-215-6242-1656,City_BJ_34,BJ,726175,2016-11-14,Active,Part-time,Marketing,QA Engineer,,Hybrid,31398.86,3,CMP00023,Phoenix7902 Group Holdings,Phoenix7902,XZ,812990,TJ,XZ;QH;ZJ;XJ;TJ,5,N,Multi-province Chinese footprint
EMP00000031,Xia Jia,Xia,1973-09-03,Female,xia.jia.emp00000031@golden3888.com,xia.jia4327@proton.me,+86-398-6103-0935,City_BJ_328,BJ,875437,2018-10-02,Active,Full-time,Legal,Product Manager,,Onsite,70718.94,3,CMP00343,Golden3888 Group Industrial,Golden3888,HEN,336111,GX,HEN;SD;GX,3,N,Multi-province Chinese footprint
EMP00000032,Ping Wang,Ping,1958-04-02,Female,ping.wang.emp00000032@pearl4200.com,ping.wang3211@icloud.com,+86-271-5101-9813,City_BJ_147,BJ,630774,2022-06-07,Active,Full-time,Data,Operations Manager,,Hybrid,130105.74,4,CMP00074,Pearl4200 Group Industrial,Pearl4200,SAX,812990,CQ,HK;TJ;CQ;HUB;FJ;QH;YN;XZ;XJ;JL;JX;SAX;SC;MO;LN;HAN;TW,17,N,Multi-province Chinese footprint
EMP00000033,Si Xiao,Si,2002-04-16,Self-describe,si.xiao.emp00000033@eastern6723.com,si.xiao906@yahoo.com,+86-669-6834-8834,City_BJ_323,BJ,994846,2023-07-09,Active,Full-time,HR,Business Analyst,,Remote,77692.19,5,CMP00287,Eastern6723 Group Group,Eastern6723,JL,518210,MO,JL;HUB;GZ;MO;SX;SH;SAX;TJ;HAN,9,N,Multi-province Chinese footprint
EMP00000034,Li Xue,Li,2005-06-14,Self-describe,li.xue.emp00000034@celestial3393.com,li.xue3269@outlook.com,+86-359-2400-1346,City_BJ_27,BJ,420513,2013-12-13,Active,Full-time,Product,QA Engineer,,Onsite,37665.2,4,CMP00057,Celestial3393 Group Holdings,Celestial3393,HEN,517311,TW,HLJ;MO;CQ;ZJ;HEN;TW;LN,7,N,Multi-province Chinese footprint
EMP00000035,Hao Jia,Hao,2003-07-24,Male,hao.jia.emp00000035@yangtze4448.com,hao.jia9643@gmail.com,+86-839-8539-9638,City_BJ_344,BJ,440652,2010-06-07,Active,Full-time,Product,Senior Data Analyst,,Onsite,151538.22,5,CMP00125,Yangtze4448 Group Tech Co,Yangtze4448,SX,812990,XJ,SX;HUN;GZ;QH;GX;GD;SC;HEB;ZJ;TW;SD;AH;NMG;XJ;NX;BJ;LN;TJ;GS,19,N,Multi-province Chinese footprint
EMP00000036,Feng Deng,Feng,1973-01-21,Female,feng.deng.emp00000036@dragon4087.com,feng.deng5819@gmail.com,+86-078-5788-3144,City_BJ_306,BJ,272710,2022-07-13,Terminated,Contractor,Finance,Product Manager,,Hybrid,122069.83,3,CMP00314,Dragon4087 Group Corp,Dragon4087,SC,445110,XJ,SC;QH;JL;AH;XJ;HLJ;GX;HK;CQ;GS;HUN;JX;FJ;NMG,14,N,Multi-province Chinese footprint
EMP00000037,Chang Wei,Chang,1986-11-13,Self-describe,chang.wei.emp00000037@dragon5943.com,chang.wei5715@outlook.com,+86-036-9083-1660,City_BJ_243,BJ,599607,2014-04-05,Active,Full-time,IT,Data Analyst,,Remote,55602.12,5,CMP00167,Dragon5943 Group Group,Dragon5943,SD,518210,HUN,JL;HAN;HEB;FJ;SX;HK;SC;GX;HUN;TW;SD;LN,12,N,Multi-province Chinese footprint
EMP00000038,Yue Zhang,Yue,1974-05-09,Male,yue.zhang.emp00000038@dragon3732.com,yue.zhang8359@proton.me,+86-027-5187-5213,City_BJ_299,BJ,127569,2011-06-23,Active,Intern,Product,Sales Development Rep,,Hybrid,225982.29,5,CMP00315,Dragon3732 Group Corp,Dragon3732,NX,722511,NX,NX;SAX;NMG;HK;XJ,5,N,Multi-province Chinese footprint
EMP00000039,Hua Fang,Hua,1971-05-01,Male,hua.fang.emp00000039@dragon5495.com,hua.fang6194@outlook.com,+86-551-4204-9478,City_BJ_146,BJ,127544,2025-11-11,Terminated,Part-time,Data,Security Analyst,,Onsite,169743.1,3,CMP00328,Dragon5495 Group Tech Co,Dragon5495,HLJ,454110,GZ,FJ;QH;HLJ;SH;BJ;HAN;JL;HUN;TW;GS;SC;NMG;SD;CQ;HUB;GZ;HEB,17,N,Multi-province Chinese footprint
EMP00000040,Hong Jiang,Hong,2000-06-21,Female,hong.jiang.emp00000040@celestial1631.com,hong.jiang2935@proton.me,+86-444-9912-3635,City_BJ_18,BJ,132914,2010-08-02,Active,Full-time,Security,Security Analyst,EMP00000009,Remote,161933.69,3,CMP00246,Celestial1631 Group Group,Celestial1631,QH,423430,JS,QH;YN;AH;HK;GX;JS;HLJ;XJ;JL,9,N,Multi-province Chinese footprint
EMP00000041,Feng Cai,Feng,1965-12-14,Male,feng.cai.emp00000041@pearl2251.com,feng.cai6441@yahoo.com,+86-904-7381-1181,City_BJ_91,BJ,295135,2024-06-18,Active,Full-time,Data,Financial Analyst,EMP00000009,Remote,52777.86,4,CMP00218,Pearl2251 Group Tech Co,Pearl2251,QH,611310,ZJ,QH;AH;TW;HUB;JL;CQ;JX;GZ;HUN;LN;HAN;BJ;ZJ;GX,14,N,Multi-province Chinese footprint
EMP00000042,Si Bai,Si,1979-10-17,Female,si.bai.emp00000042@silk road3690.com,si.bai2897@outlook.com,+86-336-9897-7646,City_BJ_204,BJ,541948,2017-04-14,Terminated,Full-time,Marketing,Financial Analyst,EMP00000012,Onsite,116057.53,4,CMP00294,Silk Road3690 Group Tech Co,Silk Road3690,HUB,334111,HLJ,HK;HEB;YN;HUB;SX;JL;ZJ;HLJ;NMG;GX;GZ;XZ;CQ;SH;HAN;GS;AH;BJ;XJ;TJ,20,N,Multi-province Chinese footprint
EMP00000043,Li Ye,Li,1974-07-14,Male,li.ye.emp00000043@golden8393.com,li.ye237@outlook.com,+86-607-4930-3830,City_BJ_309,BJ,209675,2012-11-22,Active,Contractor,Security,Sales Development Rep,EMP00000022,Hybrid,73064.47,4,CMP00153,Golden8393 Group Corp,Golden8393,NMG,621111,ZJ,HEN;HAN;SAX;NMG;XJ;HK;NX;SH;HUN;BJ;HUB;GD;SC;ZJ;LN;JS;SD;SX;CQ;TW,20,N,Multi-province Chinese footprint
EMP00000044,Zhen Su,Zhen,1984-05-25,Male,zhen.su.emp00000044@dragon1442.com,zhen.su959@icloud.com,+86-423-6891-3091,City_BJ_320,BJ,902608,2025-06-06,Active,Contractor,Finance,Product Manager,EMP00000021,Onsite,190552.88,1,CMP00286,Dragon1442 Group Tech Co,Dragon1442,JL,812990,NMG,JL;HAN;JS;HUN;SAX;XZ;BJ;SX;AH;TJ;HLJ;FJ;NMG;XJ;GD;HK;MO,17,N,Multi-province Chinese footprint
EMP00000045,Min Dai,Min,1975-12-11,Female,min.dai.emp00000045@golden9481.com,min.dai2693@icloud.com,+86-426-2466-7714,City_BJ_363,BJ,847817,2025-10-30,Active,Full-time,Customer Support,Product Manager,EMP00000002,Hybrid,222066.11,5,CMP00162,Golden9481 Group Industrial,Golden9481,NMG,445110,XZ,NMG;GD;AH;HLJ;ZJ;HAN;JL;HEB;JX;HEN;MO;SD;SX;JS;LN;XJ;XZ;NX,18,N,Multi-province Chinese footprint
EMP00000046,Mei Cao,Mei,2003-12-13,Prefer not to say,mei.cao.emp00000046@jade971.com,mei.cao2680@icloud.com,+86-740-4580-4269,City_BJ_216,BJ,354164,2014-08-15,Active,Temp,Security,Data Engineer,EMP00000004,Remote,259468.93,4,CMP00109,Jade971 Group Group,Jade971,GD,445110,TW,HLJ;SX;HUN;GD;TW;GS;SAX;TJ;XZ;HUB;JX;AH;HK;GZ;MO;YN,16,N,Multi-province Chinese footprint
EMP00000047,Guang Luo,Guang,1995-04-03,Self-describe,guang.luo.emp00000047@dragon2555.com,guang.luo6701@gmail.com,+86-603-6766-4465,City_BJ_48,BJ,229081,2018-09-22,Active,Full-time,Engineering,Software Engineer,EMP00000024,Remote,151879.67,1,CMP00216,Dragon2555 Group Tech Co,Dragon2555,JS,541512,NMG,JS;NMG;NX;BJ;GX;FJ;XJ;SD;JX;HAN;ZJ;SH;CQ;SC;MO;TJ;GS;SX;GD;HEN,20,N,Multi-province Chinese footprint
EMP00000048,Ping Dai,Ping,1996-03-02,Female,ping.dai.emp00000048@golden7437.com,ping.dai9469@yahoo.com,+86-471-1694-7752,City_BJ_277,BJ,267424,2015-09-22,Active,Part-time,Finance,IT Support Analyst,EMP00000014,Hybrid,49464.46,3,CMP00313,Golden7437 Group Holdings,Golden7437,HUB,621610,NMG,HUB;GX;QH;TJ;MO;NX;SD;NMG;XZ;LN,10,N,Multi-province Chinese footprint
EMP00000049,Xiang Zhu,Xiang,1992-11-12,Male,xiang.zhu.emp00000049@golden2569.com,xiang.zhu1204@icloud.com,+86-637-1973-0879,City_BJ_10,BJ,211954,2012-03-19,Active,Intern,Product,Software Engineer,EMP00000037,Hybrid,57523.49,3,CMP00203,Golden2569 Group Holdings,Golden2569,NMG,236220,SD,HUN;LN;HLJ;ZJ;SD;GD;BJ;GZ;HK;SH;YN;XJ;HAN;HUB;MO;SAX;NMG;GX;NX,19,N,Multi-province Chinese footprint
EMP00000050,Lei Liang,Lei,2000-01-24,Self-describe,lei.liang.emp00000050@eastern7281.com,lei.liang5685@outlook.com,+86-704-1021-9781,City_BJ_205,BJ,858402,2013-07-31,Active,Intern,Engineering,IT Support Analyst,EMP00000037,Hybrid,132805.1,2,CMP00014,Eastern7281 Group Tech Co,Eastern7281,HEB,541511,GD,HEB;SD;TW;GD;SH;HEN;XZ;NMG;QH;XJ;SC;ZJ;JX;MO,14,N,Multi-province Chinese footprint
EMP00000051,Peng Xu,Peng,1981-08-18,Self-describe,peng.xu.emp00000051@yangtze838.com,peng.xu9880@proton.me,+86-604-5941-8803,City_BJ_79,BJ,127924,2020-12-30,Active,Temp,HR,Data Engineer,EMP00000011,Remote,185001.73,4,CMP00152,Yangtze838 Group Holdings,Yangtze838,HAN,488510,LN,HAN;GD;LN;XJ;SC;HLJ;JL;ZJ;FJ;AH;TW;TJ;GS;GZ;YN,15,N,Multi-province Chinese footprint
EMP00000052,Feng Chen,Feng,1981-12-23,Prefer not to say,feng.chen.emp00000052@dragon5495.com,feng.chen5782@yahoo.com,+86-290-9935-5537,City_BJ_9,BJ,856920,2019-06-15,Active,Full-time,Operations,Security Analyst,EMP00000025,Remote,258281.66,4,CMP00328,Dragon5495 Group Tech Co,Dragon5495,HLJ,454110,GZ,FJ;QH;HLJ;SH;BJ;HAN;JL;HUN;TW;GS;SC;NMG;SD;CQ;HUB;GZ;HEB,17,N,Multi-province Chinese footprint
EMP00000053,He Wu,He,1978-10-16,Male,he.wu.emp00000053@celestial9997.com,he.wu3504@gmail.com,+86-002-8978-6082,City_BJ_199,BJ,968250,2011-05-02,Active,Full-time,Marketing,Product Manager,EMP00000003,Hybrid,269843.91,1,CMP00114,Celestial9997 Group Holdings,Celestial9997,JL,524210,GZ,JL;SD;GZ;HK;LN;SC;NMG;JX,8,N,Multi-province Chinese footprint
EMP00000054,Si Deng,Si,1972-10-02,Prefer not to say,si.deng.emp00000054@golden5335.com,si.deng9604@proton.me,+86-329-9348-1857,City_BJ_55,BJ,866519,2011-01-10,Active,Part-time,Legal,Business Analyst,EMP00000016,Hybrid,232484.03,1,CMP00104,Golden5335 Group Industrial,Golden5335,SH,541512,SH,SH;HAN;ZJ;SX;SC,5,N,Multi-province Chinese footprint
EMP00000055,Ting Huang,Ting,1973-09-26,Self-describe,ting.huang.emp00000055@eastern6137.com,ting.huang1329@outlook.com,+86-834-2193-7480,City_BJ_183,BJ,353988,2024-03-04,Active,Full-time,HR,Data Analyst,EMP00000037,Remote,68996.67,3,CMP00042,Eastern6137 Group Corp,Eastern6137,NX,488510,NX,NX;QH;CQ;TJ;HLJ;JS;HAN;GS;AH,9,N,Multi-province Chinese footprint
EMP00000056,Xin Xia,Xin,1958-12-31,Prefer not to say,xin.xia.emp00000056@eastern2736.com,xin.xia352@outlook.com,+86-666-8120-9311,City_BJ_118,BJ,182243,2025-11-27,Active,Full-time,Security,HR Specialist,EMP00000006,Remote,33466.86,3,CMP00292,Eastern2736 Group Holdings,Eastern2736,GD,541511,QH,GD;QH;YN;HEB;HEN;JL;CQ;JX;GZ;HUB;GS;XZ;TW;HK;LN;XJ;NMG,17,N,Multi-province Chinese footprint
EMP00000057,Song Dong,Song,1967-09-12,Female,song.dong.emp00000057@golden6366.com,song.dong3777@outlook.com,+86-697-8409-4484,City_BJ_154,BJ,379285,2022-07-03,Active,Intern,Data,Financial Analyst,EMP00000018,Remote,276671.81,3,CMP00066,Golden6366 Group Corp,Golden6366,HEB,518210,AH,HEB;JS;YN;AH;ZJ;FJ;GX,7,N,Multi-province Chinese footprint
EMP00000058,Tao Han,Tao,2003-07-21,Female,tao.han.emp00000058@jade3237.com,tao.han8010@gmail.com,+86-497-7357-6564,City_BJ_265,BJ,233092,2021-07-30,Leave,Full-time,Sales,Account Executive,EMP00000033,Onsite,254231.37,3,CMP00344,Jade3237 Group Group,Jade3237,NX,524210,NX,NX;TW;JL;HUN;HAN,5,N,Multi-province Chinese footprint
EMP00000059,Hai Dai,Hai,1989-06-16,Female,hai.dai.emp00000059@dragon3573.com,hai.dai639@outlook.com,+86-075-5316-4805,City_BJ_131,BJ,221830,2020-11-28,Active,Full-time,IT,Marketing Analyst,EMP00000007,Hybrid,152665.85,3,CMP00300,Dragon3573 Group Corp,Dragon3573,LN,541512,LN,LN;SH;BJ;TW;SC;HK;HAN;JX;GS;SD;GZ;XZ,12,N,Multi-province Chinese footprint
